State_County,State,County,Levels_Smokers,Levels_COPD
"Bay, Florida",Florida,Bay,21.6,9.5
"Oglethorpe, Georgia",Georgia,Oglethorpe,21.7,9.9
"Cobb, Georgia",Georgia,Cobb,14.2,5.2
"Boise, Idaho",Idaho,Boise,14.9,7.6
"Fremont, Idaho",Idaho,Fremont,16.6,6.9
"Banks, Georgia",Georgia,Banks,23.2,10.4
"Crawford, Georgia",Georgia,Crawford,23.2,10.7
"Hamilton, Florida",Florida,Hamilton,26.4,12.4
"Kalawao, Hawaii",Hawaii,Kalawao,14.6,8.2
"Franklin, Georgia",Georgia,Franklin,21.6,10.3
"Talbot, Georgia",Georgia,Talbot,23.2,11.8
"Jasper, Georgia",Georgia,Jasper,22.6,10.3
"Sedgwick, Colorado",Colorado,Sedgwick,17.3,8.5
"Irwin, Georgia",Georgia,Irwin,23.9,10.4
"Clay, Georgia",Georgia,Clay,25.5,14.7
"Columbia, Florida",Florida,Columbia,24.8,11.1
"Habersham, Georgia",Georgia,Habersham,19.8,8.7
"Elmore, Idaho",Idaho,Elmore,18.0,6.3
"Latah, Idaho",Idaho,Latah,13.6,5.1
"Taliaferro, Georgia",Georgia,Taliaferro,23.6,12.0
"Madison, Georgia",Georgia,Madison,21.3,9.6
"District of Columbia, District of Columbia",District of Columbia,District of Columbia,14.7,4.3
"Barrow, Georgia",Georgia,Barrow,21.2,7.4
"Union, Georgia",Georgia,Union,17.8,10.8
"Turner, Georgia",Georgia,Turner,23.9,11.2
"Tattnall, Georgia",Georgia,Tattnall,24.7,9.6
"Bartow, Georgia",Georgia,Bartow,21.0,8.6
"Alachua, Florida",Florida,Alachua,14.8,6.7
"Baldwin, Georgia",Georgia,Baldwin,20.6,8.5
"Jeff Davis, Georgia",Georgia,Jeff Davis,26.4,11.7
"Santa Rosa, Florida",Florida,Santa Rosa,19.3,8.3
"Crisp, Georgia",Georgia,Crisp,24.6,12.1
"Tift, Georgia",Georgia,Tift,22.2,8.9
"Dougherty, Georgia",Georgia,Dougherty,22.2,9.4
"Hartford, Connecticut",Connecticut,Hartford,12.9,5.2
"Troup, Georgia",Georgia,Troup,22.2,9.1
"Maui, Hawaii",Hawaii,Maui,15.2,5.0
"Gem, Idaho",Idaho,Gem,17.2,8.1
"Harris, Georgia",Georgia,Harris,16.6,7.1
"Dooly, Georgia",Georgia,Dooly,23.3,10.3
"Randolph, Georgia",Georgia,Randolph,25.2,13.9
"Pasco, Florida",Florida,Pasco,20.1,9.4
"Cherokee, Georgia",Georgia,Cherokee,15.1,6.0
"Wilcox, Georgia",Georgia,Wilcox,24.5,10.2
"Wayne, Georgia",Georgia,Wayne,24.0,9.9
"Orange, Florida",Florida,Orange,15.5,6.1
"Escambia, Florida",Florida,Escambia,18.7,8.5
"Decatur, Georgia",Georgia,Decatur,21.6,9.7
"Muscogee, Georgia",Georgia,Muscogee,20.6,7.6
"Bulloch, Georgia",Georgia,Bulloch,19.4,7.4
"Pinellas, Florida",Florida,Pinellas,17.7,9.4
"Rio Grande, Colorado",Colorado,Rio Grande,14.9,6.0
"St. Johns, Florida",Florida,St. Johns,15.7,7.5
"Madison, Idaho",Idaho,Madison,14.1,4.9
"Highlands, Florida",Florida,Highlands,18.2,12.0
"Fairfield, Connecticut",Connecticut,Fairfield,10.7,4.6
"Weld, Colorado",Colorado,Weld,15.0,4.7
"Washington, Georgia",Georgia,Washington,23.8,10.2
"Calhoun, Georgia",Georgia,Calhoun,27.9,11.2
"Chattahoochee, Georgia",Georgia,Chattahoochee,18.6,4.3
"Nez Perce, Idaho",Idaho,Nez Perce,16.4,7.2
"Candler, Georgia",Georgia,Candler,24.9,11.7
"Hart, Georgia",Georgia,Hart,22.1,10.9
"Saguache, Colorado",Colorado,Saguache,16.5,7.8
"Glades, Florida",Florida,Glades,22.9,12.0
"Putnam, Florida",Florida,Putnam,25.5,13.5
"Rio Blanco, Colorado",Colorado,Rio Blanco,16.7,6.3
"Gwinnett, Georgia",Georgia,Gwinnett,15.4,5.3
"Lowndes, Georgia",Georgia,Lowndes,19.3,7.6
"Sussex, Delaware",Delaware,Sussex,16.1,9.8
"Kauai, Hawaii",Hawaii,Kauai,14.1,5.1
"Indian River, Florida",Florida,Indian River,16.0,10.4
"Suwannee, Florida",Florida,Suwannee,21.8,11.3
"Rabun, Georgia",Georgia,Rabun,19.7,11.0
"Paulding, Georgia",Georgia,Paulding,18.9,6.5
"Kootenai, Idaho",Idaho,Kootenai,16.8,6.8
"Holmes, Florida",Florida,Holmes,25.6,13.5
"McIntosh, Georgia",Georgia,McIntosh,19.8,10.5
"Hall, Georgia",Georgia,Hall,17.9,7.1
"Prowers, Colorado",Colorado,Prowers,15.7,6.3
"Murray, Georgia",Georgia,Murray,23.1,9.6
"Forsyth, Georgia",Georgia,Forsyth,12.9,4.8
"Osceola, Florida",Florida,Osceola,15.8,6.5
"Brooks, Georgia",Georgia,Brooks,21.6,10.5
"Gilchrist, Florida",Florida,Gilchrist,22.9,12.4
"Coweta, Georgia",Georgia,Coweta,17.5,6.9
"Morgan, Georgia",Georgia,Morgan,18.6,8.2
"Franklin, Idaho",Idaho,Franklin,15.8,6.5
"Citrus, Florida",Florida,Citrus,19.9,13.3
"Brantley, Georgia",Georgia,Brantley,26.7,12.0
"Camden, Georgia",Georgia,Camden,18.8,7.2
"Jefferson, Idaho",Idaho,Jefferson,15.2,5.5
"Sumter, Florida",Florida,Sumter,13.2,11.7
"Jackson, Florida",Florida,Jackson,24.4,11.9
"Chatham, Georgia",Georgia,Chatham,17.6,6.8
"Bryan, Georgia",Georgia,Bryan,17.3,6.1
"Warren, Georgia",Georgia,Warren,24.2,12.5
"Benewah, Idaho",Idaho,Benewah,19.5,9.3
"Cook, Georgia",Georgia,Cook,23.5,10.5
"New Castle, Delaware",Delaware,New Castle,15.2,6.7
"Martin, Florida",Florida,Martin,15.2,9.5
"Pueblo, Colorado",Colorado,Pueblo,17.3,5.8
"Floyd, Georgia",Georgia,Floyd,21.4,8.9
"White, Georgia",Georgia,White,18.3,9.1
"Mitchell, Georgia",Georgia,Mitchell,24.7,10.8
"Polk, Georgia",Georgia,Polk,23.2,9.5
"Screven, Georgia",Georgia,Screven,23.8,10.6
"Webster, Georgia",Georgia,Webster,20.9,10.5
"Meriwether, Georgia",Georgia,Meriwether,23.6,11.4
"Sumter, Georgia",Georgia,Sumter,21.7,9.5
"Haralson, Georgia",Georgia,Haralson,22.5,9.6
"Beauregard, Louisiana",Louisiana,Beauregard,22.2,8.6
"Greene, Illinois",Illinois,Greene,20.7,9.1
"Palo Alto, Iowa",Iowa,Palo Alto,15.6,6.6
"Hamilton, Iowa",Iowa,Hamilton,16.7,6.8
"Story, Iowa",Iowa,Story,12.6,4.4
"Lee, Iowa",Iowa,Lee,19.7,7.8
"Hardin, Iowa",Iowa,Hardin,17.7,7.2
"Harrison, Indiana",Indiana,Harrison,21.7,9.4
"Henderson, Illinois",Illinois,Henderson,17.6,8.9
"Clinton, Indiana",Indiana,Clinton,20.6,9.1
"Scott, Indiana",Indiana,Scott,25.2,10.9
"Clay, Illinois",Illinois,Clay,20.6,9.7
"Wayne, Indiana",Indiana,Wayne,23.4,10.3
"Wayne, Illinois",Illinois,Wayne,19.9,9.5
"Johnson, Indiana",Indiana,Johnson,18.5,7.2
"Clay, Indiana",Indiana,Clay,22.2,9.8
"Sullivan, Indiana",Indiana,Sullivan,23.8,10.1
"DeKalb, Illinois",Illinois,DeKalb,16.0,5.8
"Howard, Indiana",Indiana,Howard,20.7,9.5
"Knox, Indiana",Indiana,Knox,21.1,9.7
"Peoria, Illinois",Illinois,Peoria,17.0,7.3
"Kosciusko, Indiana",Indiana,Kosciusko,18.9,8.5
"Crawford, Indiana",Indiana,Crawford,25.8,12.6
"Delaware, Iowa",Iowa,Delaware,18.1,7.3
"Wapello, Iowa",Iowa,Wapello,18.5,7.3
"Rock Island, Illinois",Illinois,Rock Island,17.8,7.3
"Starke, Indiana",Indiana,Starke,23.1,10.8
"Jefferson, Illinois",Illinois,Jefferson,20.1,8.9
"Pottawattamie, Iowa",Iowa,Pottawattamie,20.2,6.9
"Marion, Iowa",Iowa,Marion,15.4,6.1
"Benton, Iowa",Iowa,Benton,16.9,6.6
"Chickasaw, Iowa",Iowa,Chickasaw,17.9,7.3
"Pike, Illinois",Illinois,Pike,20.1,9.6
"Buchanan, Iowa",Iowa,Buchanan,17.4,6.6
"Adams, Indiana",Indiana,Adams,23.0,10.3
"Effingham, Illinois",Illinois,Effingham,18.2,7.7
"Fayette, Iowa",Iowa,Fayette,17.8,7.5
"DuPage, Illinois",Illinois,DuPage,11.0,4.8
"Washington, Iowa",Iowa,Washington,17.1,6.8
"Jackson, Indiana",Indiana,Jackson,22.2,9.6
"Lake, Indiana",Indiana,Lake,20.2,7.9
"Piatt, Illinois",Illinois,Piatt,16.3,7.1
"Ogle, Illinois",Illinois,Ogle,17.3,7.5
"Dubuque, Iowa",Iowa,Dubuque,15.4,6.0
"Wabash, Illinois",Illinois,Wabash,18.3,8.6
"Fayette, Indiana",Indiana,Fayette,24.8,11.8
"Blackford, Indiana",Indiana,Blackford,23.2,11.3
"Woodford, Illinois",Illinois,Woodford,15.4,6.7
"Spencer, Indiana",Indiana,Spencer,21.1,9.7
"Crawford, Illinois",Illinois,Crawford,19.7,8.5
"Mahaska, Iowa",Iowa,Mahaska,18.2,7.3
"Marshall, Illinois",Illinois,Marshall,17.9,8.5
"Adair, Iowa",Iowa,Adair,18.0,7.6
"Floyd, Indiana",Indiana,Floyd,18.9,7.9
"Jasper, Illinois",Illinois,Jasper,19.5,8.8
"Vigo, Indiana",Indiana,Vigo,21.5,9.0
"Hardin, Illinois",Illinois,Hardin,20.9,10.8
"Fountain, Indiana",Indiana,Fountain,21.2,9.9
"Fremont, Iowa",Iowa,Fremont,17.7,7.9
"Noble, Indiana",Indiana,Noble,21.2,9.0
"Jay, Indiana",Indiana,Jay,23.6,10.8
"Montgomery, Illinois",Illinois,Montgomery,20.1,9.2
"Clayton, Iowa",Iowa,Clayton,18.7,8.4
"Tippecanoe, Indiana",Indiana,Tippecanoe,16.2,6.3
"Emmet, Iowa",Iowa,Emmet,17.1,7.1
"Morgan, Illinois",Illinois,Morgan,19.4,8.6
"Rush, Indiana",Indiana,Rush,22.9,10.4
"Cumberland, Illinois",Illinois,Cumberland,20.0,9.2
"Wabash, Indiana",Indiana,Wabash,21.5,10.0
"Warren, Iowa",Iowa,Warren,16.0,5.5
"Stephenson, Illinois",Illinois,Stephenson,17.7,9.0
"Jennings, Indiana",Indiana,Jennings,22.7,9.9
"Henry, Illinois",Illinois,Henry,17.5,7.8
"Sangamon, Illinois",Illinois,Sangamon,16.9,7.3
"Lake, Illinois",Illinois,Lake,12.6,5.0
"Gallatin, Illinois",Illinois,Gallatin,22.0,11.3
"Valley, Idaho",Idaho,Valley,14.2,6.9
"Des Moines, Iowa",Iowa,Des Moines,18.7,7.9
"Fayette, Illinois",Illinois,Fayette,22.0,9.9
"Huntington, Indiana",Indiana,Huntington,20.6,9.0
"Monroe, Illinois",Illinois,Monroe,14.7,6.4
"LaSalle, Illinois",Illinois,LaSalle,18.4,8.0
"Wayne, Iowa",Iowa,Wayne,20.0,9.3
"Whiteside, Illinois",Illinois,Whiteside,17.5,7.9
"Hendricks, Indiana",Indiana,Hendricks,16.5,6.4
"McDonough, Illinois",Illinois,McDonough,17.0,7.4
"Mills, Iowa",Iowa,Mills,17.4,6.6
"Jasper, Iowa",Iowa,Jasper,17.7,6.8
"Franklin, Iowa",Iowa,Franklin,17.1,7.5
"Tipton, Indiana",Indiana,Tipton,19.2,9.2
"Dallas, Iowa",Iowa,Dallas,13.1,4.0
"Porter, Indiana",Indiana,Porter,17.6,7.5
"Williamson, Illinois",Illinois,Williamson,18.8,8.2
"Howard, Iowa",Iowa,Howard,17.7,7.4
"Delaware, Indiana",Indiana,Delaware,20.2,9.3
"Marshall, Indiana",Indiana,Marshall,21.0,9.6
"Cherokee, Iowa",Iowa,Cherokee,16.3,7.4
"Buena Vista, Iowa",Iowa,Buena Vista,16.3,6.1
"Henry, Indiana",Indiana,Henry,22.9,10.3
"Fulton, Indiana",Indiana,Fulton,20.6,9.6
"Franklin, Illinois",Illinois,Franklin,21.3,10.2
"Kossuth, Iowa",Iowa,Kossuth,16.8,7.6
"Clinton, Illinois",Illinois,Clinton,18.2,7.5
"Hancock, Indiana",Indiana,Hancock,17.5,7.6
"Elkhart, Indiana",Indiana,Elkhart,19.4,8.3
"Bartholomew, Indiana",Indiana,Bartholomew,18.9,7.6
"Adams, Iowa",Iowa,Adams,18.3,8.0
"Stark, Illinois",Illinois,Stark,19.3,9.4
"Marion, Illinois",Illinois,Marion,20.7,9.7
"Audubon, Iowa",Iowa,Audubon,17.6,8.1
"LaGrange, Indiana",Indiana,LaGrange,24.4,10.6
"Carroll, Illinois",Illinois,Carroll,17.5,8.6
"Monroe, Indiana",Indiana,Monroe,16.8,6.6
"Pike, Indiana",Indiana,Pike,21.8,10.4
"Mercer, Illinois",Illinois,Mercer,18.1,8.3
"Edgar, Illinois",Illinois,Edgar,18.5,8.7
"Putnam, Illinois",Illinois,Putnam,17.0,7.9
"Woodbury, Iowa",Iowa,Woodbury,17.9,6.1
"Vermillion, Indiana",Indiana,Vermillion,22.4,10.3
"Winnebago, Illinois",Illinois,Winnebago,17.7,7.7
"Greene, Iowa",Iowa,Greene,18.1,7.5
"McLean, Illinois",Illinois,McLean,14.9,5.7
"Poweshiek, Iowa",Iowa,Poweshiek,16.0,6.6
"Monroe, Iowa",Iowa,Monroe,18.7,7.6
"Cook, Illinois",Illinois,Cook,14.6,5.3
"Montgomery, Iowa",Iowa,Montgomery,19.0,8.2
"Vermilion, Illinois",Illinois,Vermilion,20.6,9.3
"Perry, Indiana",Indiana,Perry,22.2,9.4
"Madison, Illinois",Illinois,Madison,18.2,7.4
"Appanoose, Iowa",Iowa,Appanoose,19.6,8.8
"Cass, Indiana",Indiana,Cass,22.0,9.7
"Carroll, Iowa",Iowa,Carroll,16.9,6.8
"Fulton, Illinois",Illinois,Fulton,19.3,8.9
"Knox, Illinois",Illinois,Knox,19.2,9.1
"Jo Daviess, Illinois",Illinois,Jo Daviess,16.1,8.7
"Keokuk, Iowa",Iowa,Keokuk,19.3,7.7
"Douglas, Illinois",Illinois,Douglas,19.8,8.5
"Randolph, Indiana",Indiana,Randolph,22.1,10.6
"Franklin, Indiana",Indiana,Franklin,21.3,9.6
"Marshall, Iowa",Iowa,Marshall,17.1,6.6
"Allamakee, Iowa",Iowa,Allamakee,17.0,7.9
"Shelby, Iowa",Iowa,Shelby,16.7,7.2
"Steuben, Indiana",Indiana,Steuben,20.5,9.2
"Crawford, Iowa",Iowa,Crawford,18.5,6.8
"St. Joseph, Indiana",Indiana,St. Joseph,19.0,7.9
"Will, Illinois",Illinois,Will,14.2,5.5
"Vanderburgh, Indiana",Indiana,Vanderburgh,21.0,9.0
"Moultrie, Illinois",Illinois,Moultrie,19.3,8.5
"Winneshiek, Iowa",Iowa,Winneshiek,14.4,5.9
"Randolph, Illinois",Illinois,Randolph,21.0,8.8
"Louisa, Iowa",Iowa,Louisa,17.9,6.8
"Linn, Iowa",Iowa,Linn,15.3,5.7
"Alexander, Illinois",Illinois,Alexander,21.9,11.1
"Bremer, Iowa",Iowa,Bremer,14.8,5.8
"Harrison, Iowa",Iowa,Harrison,17.5,7.3
"Cass, Illinois",Illinois,Cass,19.5,8.3
"Washington, Indiana",Indiana,Washington,23.3,10.3
"Miami, Indiana",Indiana,Miami,23.1,10.2
"Page, Iowa",Iowa,Page,18.5,7.3
"Decatur, Iowa",Iowa,Decatur,17.5,7.6
"Montgomery, Indiana",Indiana,Montgomery,21.4,9.4
"Butler, Iowa",Iowa,Butler,16.9,7.4
"De Witt, Illinois",Illinois,De Witt,18.9,8.5
"Parke, Indiana",Indiana,Parke,23.0,10.8
"Gibson, Indiana",Indiana,Gibson,20.7,9.0
"Davis, Iowa",Iowa,Davis,20.0,7.7
"McHenry, Illinois",Illinois,McHenry,15.0,5.7
"Pocahontas, Iowa",Iowa,Pocahontas,18.9,8.0
"Kendall, Illinois",Illinois,Kendall,13.7,4.5
"Boone, Iowa",Iowa,Boone,18.3,6.5
"Macon, Illinois",Illinois,Macon,19.1,8.6
"Tazewell, Illinois",Illinois,Tazewell,17.2,7.5
"White, Illinois",Illinois,White,20.1,9.6
"Webster, Iowa",Iowa,Webster,18.9,7.3
"Martin, Indiana",Indiana,Martin,22.0,10.2
"Lawrence, Indiana",Indiana,Lawrence,21.8,10.2
"Union, Indiana",Indiana,Union,21.7,10.1
"Richland, Illinois",Illinois,Richland,19.4,9.3
"Ohio, Indiana",Indiana,Ohio,21.0,9.8
"Winnebago, Iowa",Iowa,Winnebago,16.5,6.9
"Johnson, Illinois",Illinois,Johnson,19.9,8.9
"Morgan, Indiana",Indiana,Morgan,20.5,9.2
"Washington, Idaho",Idaho,Washington,16.8,8.8
"White, Indiana",Indiana,White,20.3,9.5
"Grundy, Iowa",Iowa,Grundy,15.4,6.3
"Menard, Illinois",Illinois,Menard,17.1,7.7
"Osceola, Iowa",Iowa,Osceola,17.1,7.6
"Hancock, Illinois",Illinois,Hancock,18.1,9.0
"Clinton, Iowa",Iowa,Clinton,19.1,7.8
"Lyon, Iowa",Iowa,Lyon,17.4,6.6
"Greene, Indiana",Indiana,Greene,22.0,10.5
"Bond, Illinois",Illinois,Bond,19.0,8.2
"Livingston, Illinois",Illinois,Livingston,19.9,8.8
"Warren, Indiana",Indiana,Warren,19.8,9.4
"Clark, Indiana",Indiana,Clark,20.6,8.6
"Warrick, Indiana",Indiana,Warrick,17.3,7.6
"Union, Iowa",Iowa,Union,18.6,7.7
"Decatur, Indiana",Indiana,Decatur,21.0,9.1
"Lee, Illinois",Illinois,Lee,18.4,8.0
"Scott, Iowa",Iowa,Scott,17.6,6.0
"Boone, Indiana",Indiana,Boone,15.7,6.1
"Lawrence, Illinois",Illinois,Lawrence,21.2,8.7
"Johnson, Iowa",Iowa,Johnson,13.6,4.4
"Shelby, Indiana",Indiana,Shelby,21.7,9.3
"Power, Idaho",Idaho,Power,16.4,6.5
"Ida, Iowa",Iowa,Ida,17.4,7.1
"Schuyler, Illinois",Illinois,Schuyler,19.4,9.3
"Jefferson, Indiana",Indiana,Jefferson,21.4,9.6
"Scott, Illinois",Illinois,Scott,19.6,8.8
"Muscatine, Iowa",Iowa,Muscatine,16.6,6.1
"Coles, Illinois",Illinois,Coles,18.8,8.0
"Humboldt, Iowa",Iowa,Humboldt,17.5,7.6
"Calhoun, Iowa",Iowa,Calhoun,18.0,7.6
"Bureau, Illinois",Illinois,Bureau,17.0,8.1
"Cedar, Iowa",Iowa,Cedar,16.2,6.3
"Taylor, Iowa",Iowa,Taylor,18.7,7.9
"Teton, Idaho",Idaho,Teton,13.7,4.7
"Brown, Indiana",Indiana,Brown,18.4,9.7
"Newton, Indiana",Indiana,Newton,21.7,10.0
"Union, Illinois",Illinois,Union,19.7,9.5
"Shoshone, Idaho",Idaho,Shoshone,21.1,10.1
"Edwards, Illinois",Illinois,Edwards,18.8,8.8
"Cerro Gordo, Iowa",Iowa,Cerro Gordo,16.4,6.9
"Hamilton, Indiana",Indiana,Hamilton,12.7,5.0
"Shelby, Illinois",Illinois,Shelby,19.2,9.1
"Madison, Iowa",Iowa,Madison,16.9,6.1
"Wells, Indiana",Indiana,Wells,20.0,9.0
"Jackson, Iowa",Iowa,Jackson,17.9,7.7
"Kankakee, Illinois",Illinois,Kankakee,17.7,7.5
"DeKalb, Indiana",Indiana,DeKalb,21.2,8.9
"Van Buren, Iowa",Iowa,Van Buren,19.7,8.4
"Orange, Indiana",Indiana,Orange,24.0,11.6
"Floyd, Iowa",Iowa,Floyd,18.5,7.8
"Owen, Indiana",Indiana,Owen,23.3,11.4
"St. Clair, Illinois",Illinois,St. Clair,18.0,7.3
"Clark, Illinois",Illinois,Clark,19.1,8.7
"Marion, Indiana",Indiana,Marion,18.8,7.4
"Massac, Illinois",Illinois,Massac,20.3,9.8
"Lucas, Iowa",Iowa,Lucas,19.1,8.0
"Grant, Indiana",Indiana,Grant,21.3,10.1
"Plymouth, Iowa",Iowa,Plymouth,15.6,6.4
"Hancock, Iowa",Iowa,Hancock,16.5,7.0
"Adams, Illinois",Illinois,Adams,17.9,8.1
"Champaign, Illinois",Illinois,Champaign,14.6,5.5
"Sioux, Iowa",Iowa,Sioux,14.7,5.4
"Mitchell, Iowa",Iowa,Mitchell,17.3,7.4
"Allen, Indiana",Indiana,Allen,19.2,7.8
"Jackson, Illinois",Illinois,Jackson,17.9,7.5
"Carroll, Indiana",Indiana,Carroll,20.3,9.6
"Christian, Illinois",Illinois,Christian,19.7,8.8
"Hamilton, Illinois",Illinois,Hamilton,18.8,9.0
"Perry, Illinois",Illinois,Perry,21.2,9.0
"Clay, Iowa",Iowa,Clay,17.0,7.1
"Jersey, Illinois",Illinois,Jersey,17.9,7.9
"Washington, Illinois",Illinois,Washington,17.3,7.8
"Kane, Illinois",Illinois,Kane,14.9,5.4
"Ripley, Indiana",Indiana,Ripley,21.3,9.5
"Sac, Iowa",Iowa,Sac,16.8,7.3
"Iowa, Iowa",Iowa,Iowa,17.0,6.8
"Clarke, Iowa",Iowa,Clarke,18.1,7.5
"Putnam, Indiana",Indiana,Putnam,20.6,8.6
"LaPorte, Indiana",Indiana,LaPorte,24.1,9.9
"Twin Falls, Idaho",Idaho,Twin Falls,16.3,6.4
"Brown, Illinois",Illinois,Brown,20.9,7.0
"Dearborn, Indiana",Indiana,Dearborn,21.0,9.1
"Whitley, Indiana",Indiana,Whitley,20.0,8.9
"Jones, Iowa",Iowa,Jones,18.3,7.4
"Mason, Illinois",Illinois,Mason,20.1,9.7
"Grundy, Illinois",Illinois,Grundy,16.9,6.3
"Macoupin, Illinois",Illinois,Macoupin,19.3,8.9
"Saline, Illinois",Illinois,Saline,21.2,10.2
"Black Hawk, Iowa",Iowa,Black Hawk,18.0,6.3
"Pulaski, Illinois",Illinois,Pulaski,21.9,11.0
"Tama, Iowa",Iowa,Tama,17.8,7.2
"Logan, Illinois",Illinois,Logan,18.3,7.5
"Jasper, Indiana",Indiana,Jasper,20.4,8.8
"Iroquois, Illinois",Illinois,Iroquois,19.1,9.1
"Ford, Illinois",Illinois,Ford,18.8,8.6
"Ringgold, Iowa",Iowa,Ringgold,17.1,7.8
"Calhoun, Illinois",Illinois,Calhoun,18.7,9.2
"Guthrie, Iowa",Iowa,Guthrie,17.0,7.4
"Posey, Indiana",Indiana,Posey,19.5,8.7
"Daviess, Indiana",Indiana,Daviess,24.0,10.7
"Dubois, Indiana",Indiana,Dubois,18.7,8.4
"Jefferson, Iowa",Iowa,Jefferson,15.8,6.7
"Polk, Iowa",Iowa,Polk,17.5,5.4
"Pulaski, Indiana",Indiana,Pulaski,22.3,10.5
"Warren, Illinois",Illinois,Warren,17.3,7.8
"Benton, Indiana",Indiana,Benton,21.8,10.2
"Boone, Illinois",Illinois,Boone,16.5,6.6
"O'Brien, Iowa",Iowa,O'Brien,18.0,7.3
"Madison, Indiana",Indiana,Madison,23.5,10.3
"Pope, Illinois",Illinois,Pope,19.4,10.4
"Switzerland, Indiana",Indiana,Switzerland,25.2,11.8
"Dickinson, Iowa",Iowa,Dickinson,14.9,6.8
"Henry, Iowa",Iowa,Henry,18.0,6.8
"Acadia, Louisiana",Louisiana,Acadia,24.1,10.4
"Letcher, Kentucky",Kentucky,Letcher,30.7,16.2
"Clark, Kentucky",Kentucky,Clark,22.9,10.4
"Morris, Kansas",Kansas,Morris,17.1,8.1
"Rowan, Kentucky",Kentucky,Rowan,24.8,11.0
"Osage, Kansas",Kansas,Osage,18.5,8.5
"Webster, Kentucky",Kentucky,Webster,27.6,12.9
"Barren, Kentucky",Kentucky,Barren,27.2,12.7
"Geary, Kansas",Kansas,Geary,17.9,4.6
"Nelson, Kentucky",Kentucky,Nelson,22.1,9.2
"Union, Louisiana",Louisiana,Union,21.9,9.7
"Comanche, Kansas",Kansas,Comanche,16.0,7.8
"Greeley, Kansas",Kansas,Greeley,15.1,6.6
"Lincoln, Louisiana",Louisiana,Lincoln,18.7,7.2
"Morton, Kansas",Kansas,Morton,17.1,7.7
"Owen, Kentucky",Kentucky,Owen,26.6,12.6
"West Carroll, Louisiana",Louisiana,West Carroll,24.5,10.8
"Trimble, Kentucky",Kentucky,Trimble,25.3,11.7
"Decatur, Kansas",Kansas,Decatur,16.5,8.6
"Tensas, Louisiana",Louisiana,Tensas,27.1,14.5
"Sherman, Kansas",Kansas,Sherman,15.3,6.6
"Fayette, Kentucky",Kentucky,Fayette,16.9,7.2
"Neosho, Kansas",Kansas,Neosho,18.9,8.5
"Fleming, Kentucky",Kentucky,Fleming,26.7,12.9
"Pratt, Kansas",Kansas,Pratt,16.0,7.2
"Estill, Kentucky",Kentucky,Estill,30.0,15.1
"Laurel, Kentucky",Kentucky,Laurel,26.5,12.8
"Clay, Kansas",Kansas,Clay,16.0,7.6
"Lawrence, Kentucky",Kentucky,Lawrence,30.5,14.9
"Anderson, Kentucky",Kentucky,Anderson,22.5,10.1
"Assumption, Louisiana",Louisiana,Assumption,24.9,10.6
"Gove, Kansas",Kansas,Gove,16.7,8.5
"Ellis, Kansas",Kansas,Ellis,15.5,6.2
"Evangeline, Louisiana",Louisiana,Evangeline,27.5,11.3
"Plaquemines, Louisiana",Louisiana,Plaquemines,21.4,7.8
"St. Landry, Louisiana",Louisiana,St. Landry,26.0,10.5
"Lincoln, Kentucky",Kentucky,Lincoln,27.2,13.3
"Mason, Kentucky",Kentucky,Mason,23.6,11.1
"Franklin, Kentucky",Kentucky,Franklin,20.2,9.1
"Butler, Kansas",Kansas,Butler,16.5,6.4
"Cumberland, Maine",Maine,Cumberland,13.5,6.8
"Rapides, Louisiana",Louisiana,Rapides,21.4,8.7
"Thomas, Kansas",Kansas,Thomas,17.0,6.9
"Magoffin, Kentucky",Kentucky,Magoffin,30.7,15.8
"Terrebonne, Louisiana",Louisiana,Terrebonne,24.2,9.6
"Russell, Kansas",Kansas,Russell,17.1,8.5
"Union, Kentucky",Kentucky,Union,24.7,10.9
"Larue, Kentucky",Kentucky,Larue,25.5,11.6
"Elliott, Kentucky",Kentucky,Elliott,31.1,15.3
"Clark, Kansas",Kansas,Clark,15.5,7.0
"Franklin, Kansas",Kansas,Franklin,18.1,7.4
"Republic, Kansas",Kansas,Republic,15.8,8.3
"Logan, Kentucky",Kentucky,Logan,26.0,11.6
"Jefferson, Kansas",Kansas,Jefferson,17.5,7.1
"Wayne, Kentucky",Kentucky,Wayne,27.6,14.7
"Red River, Louisiana",Louisiana,Red River,24.8,11.2
"Madison, Kentucky",Kentucky,Madison,21.0,8.7
"Daviess, Kentucky",Kentucky,Daviess,22.6,9.8
"Bullitt, Kentucky",Kentucky,Bullitt,23.4,9.6
"Woodford, Kentucky",Kentucky,Woodford,18.9,8.8
"Harrison, Kentucky",Kentucky,Harrison,25.3,12.0
"Shelby, Kentucky",Kentucky,Shelby,20.6,8.7
"Nemaha, Kansas",Kansas,Nemaha,16.3,7.1
"Jefferson, Louisiana",Louisiana,Jefferson,18.5,7.3
"Washington, Kentucky",Kentucky,Washington,23.3,10.8
"Owsley, Kentucky",Kentucky,Owsley,29.4,15.2
"Powell, Kentucky",Kentucky,Powell,27.0,12.3
"Norton, Kansas",Kansas,Norton,18.1,7.6
"Gray, Kansas",Kansas,Gray,16.5,6.5
"Seward, Kansas",Kansas,Seward,17.2,5.8
"Leslie, Kentucky",Kentucky,Leslie,32.1,16.6
"Metcalfe, Kentucky",Kentucky,Metcalfe,29.2,14.4
"Christian, Kentucky",Kentucky,Christian,24.9,8.9
