State_County,State,County,Levels_Smokers,Levels_COPD
"Lyon, Minnesota",Minnesota,Lyon,18.4,6.2
"Livingston, Michigan",Michigan,Livingston,15.6,7.1
"Jefferson Davis, Mississippi",Mississippi,Jefferson Davis,20.9,10.6
"Adams, Mississippi",Mississippi,Adams,22.4,9.6
"York, Maine",Maine,York,16.0,8.2
"Alcorn, Mississippi",Mississippi,Alcorn,21.1,9.9
"Roscommon, Michigan",Michigan,Roscommon,20.1,12.8
"Hampshire, Massachusetts",Massachusetts,Hampshire,12.5,5.5
"Cheboygan, Michigan",Michigan,Cheboygan,20.1,11.4
"Sharkey, Mississippi",Mississippi,Sharkey,23.2,11.8
"Kalkaska, Michigan",Michigan,Kalkaska,23.3,11.3
"Jones, Mississippi",Mississippi,Jones,18.9,8.8
"Allegany, Maryland",Maryland,Allegany,18.5,8.9
"Genesee, Michigan",Michigan,Genesee,21.9,9.9
"Itawamba, Mississippi",Mississippi,Itawamba,20.5,9.0
"Chickasaw, Mississippi",Mississippi,Chickasaw,22.9,10.1
"St. Joseph, Michigan",Michigan,St. Joseph,21.0,9.8
"Tate, Mississippi",Mississippi,Tate,19.9,8.6
"Washington, Minnesota",Minnesota,Washington,12.8,4.2
"Fillmore, Minnesota",Minnesota,Fillmore,18.1,6.9
"Swift, Minnesota",Minnesota,Swift,19.2,7.3
"Pike, Mississippi",Mississippi,Pike,22.5,10.4
"Noxubee, Mississippi",Mississippi,Noxubee,23.1,10.4
"Iosco, Michigan",Michigan,Iosco,21.0,12.3
"Lamar, Mississippi",Mississippi,Lamar,18.2,7.0
"Hennepin, Minnesota",Minnesota,Hennepin,12.8,4.2
"Aitkin, Minnesota",Minnesota,Aitkin,17.5,8.8
"Coahoma, Mississippi",Mississippi,Coahoma,22.9,10.4
"Scott, Mississippi",Mississippi,Scott,24.0,10.0
"Houghton, Michigan",Michigan,Houghton,18.7,8.6
"Mason, Michigan",Michigan,Mason,18.9,10.2
"Worcester, Massachusetts",Massachusetts,Worcester,14.5,5.9
"Marshall, Minnesota",Minnesota,Marshall,17.4,6.7
"Newaygo, Michigan",Michigan,Newaygo,21.4,10.4
"Greene, Mississippi",Mississippi,Greene,22.2,8.3
"Martin, Minnesota",Minnesota,Martin,18.6,7.2
"Grand Traverse, Michigan",Michigan,Grand Traverse,16.9,7.9
"Anoka, Minnesota",Minnesota,Anoka,16.6,5.0
"Olmsted, Minnesota",Minnesota,Olmsted,13.4,4.6
"Oktibbeha, Mississippi",Mississippi,Oktibbeha,15.3,5.9
"Stevens, Minnesota",Minnesota,Stevens,15.5,5.1
"Goodhue, Minnesota",Minnesota,Goodhue,17.6,6.1
"Middlesex, Massachusetts",Massachusetts,Middlesex,11.5,4.5
"Traverse, Minnesota",Minnesota,Traverse,17.6,7.0
"Hinds, Mississippi",Mississippi,Hinds,17.9,7.1
"Perry, Mississippi",Mississippi,Perry,22.7,10.6
"Knox, Maine",Maine,Knox,16.3,9.2
"Mackinac, Michigan",Michigan,Mackinac,20.4,11.4
"Ontonagon, Michigan",Michigan,Ontonagon,19.7,12.9
"Gratiot, Michigan",Michigan,Gratiot,21.0,9.1
"Dickinson, Michigan",Michigan,Dickinson,18.0,9.4
"Garrett, Maryland",Maryland,Garrett,19.3,9.5
"Mower, Minnesota",Minnesota,Mower,18.2,6.6
"Lapeer, Michigan",Michigan,Lapeer,20.5,9.3
"Hancock, Mississippi",Mississippi,Hancock,19.3,9.0
"Carroll, Mississippi",Mississippi,Carroll,21.1,10.4
"Kemper, Mississippi",Mississippi,Kemper,22.0,10.7
"Houston, Minnesota",Minnesota,Houston,16.8,6.3
"Dukes, Massachusetts",Massachusetts,Dukes,13.8,6.7
"Somerset, Maine",Maine,Somerset,23.6,12.4
"Norfolk, Massachusetts",Massachusetts,Norfolk,11.9,5.0
"Pemiscot, Missouri",Missouri,Pemiscot,28.8,12.7
"Phillips, Montana",Montana,Phillips,19.5,8.9
"Lincoln, Montana",Montana,Lincoln,18.1,10.2
"Ralls, Missouri",Missouri,Ralls,22.5,10.5
"Clinton, Missouri",Missouri,Clinton,20.3,8.6
"Lincoln, Nevada",Nevada,Lincoln,17.1,8.1
"Henry, Missouri",Missouri,Henry,23.7,11.3
"Shelby, Missouri",Missouri,Shelby,22.7,10.9
"Broadwater, Montana",Montana,Broadwater,17.2,7.8
"Cass, Missouri",Missouri,Cass,19.2,8.1
"Brown, Nebraska",Nebraska,Brown,16.8,8.4
"Platte, Nebraska",Nebraska,Platte,14.5,5.5
"Wilkinson, Mississippi",Mississippi,Wilkinson,26.1,11.6
"Petroleum, Montana",Montana,Petroleum,15.4,7.7
"Thayer, Nebraska",Nebraska,Thayer,15.3,7.3
"Gasconade, Missouri",Missouri,Gasconade,20.3,9.9
"Cedar, Nebraska",Nebraska,Cedar,13.6,6.7
"Phelps, Nebraska",Nebraska,Phelps,14.6,6.4
"Jefferson, Nebraska",Nebraska,Jefferson,17.4,7.9
"Daviess, Missouri",Missouri,Daviess,23.8,11.4
"Phelps, Missouri",Missouri,Phelps,20.3,8.8
"Coos, New Hampshire",New Hampshire,Coos,20.0,9.4
"Warren, Missouri",Missouri,Warren,22.8,9.6
"Schuyler, Missouri",Missouri,Schuyler,23.5,10.9
"Carter, Montana",Montana,Carter,17.2,8.4
"Wheeler, Nebraska",Nebraska,Wheeler,16.3,9.1
"Greeley, Nebraska",Nebraska,Greeley,15.1,7.2
"Garden, Nebraska",Nebraska,Garden,14.8,7.4
"Iron, Missouri",Missouri,Iron,25.5,12.5
"Butler, Nebraska",Nebraska,Butler,15.8,6.4
"Morrill, Nebraska",Nebraska,Morrill,15.7,6.6
"Madison, Montana",Montana,Madison,14.1,7.1
"Flathead, Montana",Montana,Flathead,16.5,7.0
"Park, Montana",Montana,Park,16.0,7.2
"Crawford, Missouri",Missouri,Crawford,25.8,12.3
"Harrison, Missouri",Missouri,Harrison,23.4,11.8
"Custer, Nebraska",Nebraska,Custer,15.5,7.0
"Nodaway, Missouri",Missouri,Nodaway,19.0,7.7
"Logan, Nebraska",Nebraska,Logan,16.6,7.3
"Oregon, Missouri",Missouri,Oregon,26.1,13.9
"Mineral, Montana",Montana,Mineral,19.9,10.4
"Teton, Montana",Montana,Teton,16.7,8.1
"Webster, Nebraska",Nebraska,Webster,15.1,7.2
"Keith, Nebraska",Nebraska,Keith,16.0,7.5
"Humboldt, Nevada",Nevada,Humboldt,18.8,7.4
"Pettis, Missouri",Missouri,Pettis,22.3,9.4
"Merrick, Nebraska",Nebraska,Merrick,16.0,7.0
"Scotland, Missouri",Missouri,Scotland,24.4,11.7
"Nuckolls, Nebraska",Nebraska,Nuckolls,16.3,8.3
"Howell, Missouri",Missouri,Howell,24.6,11.6
"Vernon, Missouri",Missouri,Vernon,23.9,10.9
"Storey, Nevada",Nevada,Storey,15.0,8.5
"Ozark, Missouri",Missouri,Ozark,26.7,15.6
"Madison, Nebraska",Nebraska,Madison,15.0,6.0
"Worth, Missouri",Missouri,Worth,19.9,10.6
"Powder River, Montana",Montana,Powder River,16.5,8.3
"Webster, Mississippi",Mississippi,Webster,21.1,9.4
"Hitchcock, Nebraska",Nebraska,Hitchcock,16.2,7.8
"Franklin, Missouri",Missouri,Franklin,20.9,9.1
"Barry, Missouri",Missouri,Barry,22.7,11.1
"Musselshell, Montana",Montana,Musselshell,19.5,9.5
"Reynolds, Missouri",Missouri,Reynolds,24.3,12.5
"Cherry, Nebraska",Nebraska,Cherry,15.5,7.1
"Douglas, Nevada",Nevada,Douglas,14.9,7.9
"Dixon, Nebraska",Nebraska,Dixon,15.1,6.5
"Fergus, Montana",Montana,Fergus,16.9,8.1
"Clay, Missouri",Missouri,Clay,18.4,6.6
"Lander, Nevada",Nevada,Lander,19.4,8.0
"Box Butte, Nebraska",Nebraska,Box Butte,17.6,6.8
"Hickory, Missouri",Missouri,Hickory,23.0,13.7
"Yalobusha, Mississippi",Mississippi,Yalobusha,21.4,9.8
"Dakota, Nebraska",Nebraska,Dakota,16.1,5.7
"Lawrence, Missouri",Missouri,Lawrence,23.1,10.6
"Moniteau, Missouri",Missouri,Moniteau,21.8,8.6
"St. Francois, Missouri",Missouri,St. Francois,25.2,9.9
"Loup, Nebraska",Nebraska,Loup,14.3,7.2
"Knox, Nebraska",Nebraska,Knox,15.5,7.5
"Churchill, Nevada",Nevada,Churchill,18.2,8.1
"Douglas, Missouri",Missouri,Douglas,26.4,14.1
"Hooker, Nebraska",Nebraska,Hooker,13.8,7.4
"McCone, Montana",Montana,McCone,16.7,8.1
"Franklin, Nebraska",Nebraska,Franklin,17.0,8.3
"Lewis and Clark, Montana",Montana,Lewis and Clark,15.6,6.1
"Lewis, Missouri",Missouri,Lewis,22.5,10.2
"Stone, Missouri",Missouri,Stone,21.5,11.9
"Newton, Missouri",Missouri,Newton,21.2,9.5
"Stanton, Nebraska",Nebraska,Stanton,15.5,6.2
"Howard, Nebraska",Nebraska,Howard,15.2,6.9
"Judith Basin, Montana",Montana,Judith Basin,15.8,8.0
"Sheridan, Montana",Montana,Sheridan,17.0,7.6
"Callaway, Missouri",Missouri,Callaway,21.1,8.5
"Nemaha, Nebraska",Nebraska,Nemaha,15.4,6.3
"New Madrid, Missouri",Missouri,New Madrid,26.5,12.5
"Burt, Nebraska",Nebraska,Burt,16.7,7.7
"Clark, Missouri",Missouri,Clark,24.0,11.4
"Ste. Genevieve, Missouri",Missouri,Ste. Genevieve,21.2,9.9
"Cedar, Missouri",Missouri,Cedar,23.5,12.3
"Elko, Nevada",Nevada,Elko,18.8,6.5
"Fallon, Montana",Montana,Fallon,17.3,6.8
"Yazoo, Mississippi",Mississippi,Yazoo,24.2,8.5
"Yellowstone, Montana",Montana,Yellowstone,17.0,6.1
"Cheyenne, Nebraska",Nebraska,Cheyenne,16.0,6.3
"Hall, Nebraska",Nebraska,Hall,14.8,5.7
"Scotts Bluff, Nebraska",Nebraska,Scotts Bluff,15.7,6.5
"Wayne, Mississippi",Mississippi,Wayne,21.4,9.4
"Richardson, Nebraska",Nebraska,Richardson,18.0,8.1
"Dawson, Montana",Montana,Dawson,16.9,7.0
"Roosevelt, Montana",Montana,Roosevelt,31.5,9.9
"Pondera, Montana",Montana,Pondera,18.9,8.2
"Liberty, Montana",Montana,Liberty,22.3,10.4
"Wayne, Missouri",Missouri,Wayne,27.0,14.4
"Otoe, Nebraska",Nebraska,Otoe,16.7,6.4
"Polk, Missouri",Missouri,Polk,22.3,9.9
"Washoe, Nevada",Nevada,Washoe,15.5,6.3
"Furnas, Nebraska",Nebraska,Furnas,17.2,8.4
"Cass, Nebraska",Nebraska,Cass,15.9,6.0
"Adams, Nebraska",Nebraska,Adams,16.0,6.4
"Dade, Missouri",Missouri,Dade,24.2,12.7
"Eureka, Nevada",Nevada,Eureka,19.6,8.0
"Washington, Mississippi",Mississippi,Washington,23.6,10.5
"Gage, Nebraska",Nebraska,Gage,17.4,7.3
"Christian, Missouri",Missouri,Christian,19.7,7.9
"Texas, Missouri",Missouri,Texas,25.7,12.6
"Miller, Missouri",Missouri,Miller,22.5,10.4
"Cuming, Nebraska",Nebraska,Cuming,15.5,6.9
"Lake, Montana",Montana,Lake,19.5,8.8
"Colfax, Nebraska",Nebraska,Colfax,16.8,5.8
"Mississippi, Missouri",Missouri,Mississippi,28.8,12.6
"Wibaux, Montana",Montana,Wibaux,17.0,8.2
"Cooper, Missouri",Missouri,Cooper,20.9,8.7
"Boyd, Nebraska",Nebraska,Boyd,14.7,7.7
"Sullivan, Missouri",Missouri,Sullivan,22.5,10.0
"Big Horn, Montana",Montana,Big Horn,27.0,9.6
"York, Nebraska",Nebraska,York,14.5,6.1
"Carbon, Montana",Montana,Carbon,15.5,7.5
"Dunklin, Missouri",Missouri,Dunklin,27.6,12.6
"Macon, Missouri",Missouri,Macon,21.1,10.2
"Kimball, Nebraska",Nebraska,Kimball,16.7,8.0
"Blaine, Nebraska",Nebraska,Blaine,15.0,7.2
"Osage, Missouri",Missouri,Osage,20.5,8.6
"Lafayette, Missouri",Missouri,Lafayette,21.9,9.2
"Carroll, New Hampshire",New Hampshire,Carroll,15.6,8.3
"Jasper, Missouri",Missouri,Jasper,21.1,8.8
"DeKalb, Missouri",Missouri,DeKalb,23.9,8.8
"Hayes, Nebraska",Nebraska,Hayes,15.5,8.3
"Sioux, Nebraska",Nebraska,Sioux,14.0,7.4
"Laclede, Missouri",Missouri,Laclede,23.7,10.6
"Deuel, Nebraska",Nebraska,Deuel,16.8,7.5
"Rosebud, Montana",Montana,Rosebud,22.1,8.3
"Nye, Nevada",Nevada,Nye,20.5,11.1
"Cole, Missouri",Missouri,Cole,18.6,7.6
"Frontier, Nebraska",Nebraska,Frontier,14.5,6.7
"Thomas, Nebraska",Nebraska,Thomas,14.0,6.3
"Lincoln, Nebraska",Nebraska,Lincoln,17.6,6.5
"Benton, Missouri",Missouri,Benton,22.0,13.1
"Maries, Missouri",Missouri,Maries,22.9,11.0
"Lyon, Nevada",Nevada,Lyon,20.1,8.6
"Gosper, Nebraska",Nebraska,Gosper,13.4,6.2
"Thurston, Nebraska",Nebraska,Thurston,27.4,8.6
"Stoddard, Missouri",Missouri,Stoddard,24.5,11.5
"Blaine, Montana",Montana,Blaine,26.5,9.6
"Polk, Nebraska",Nebraska,Polk,15.2,6.9
"Wheatland, Montana",Montana,Wheatland,19.5,9.8
"Toole, Montana",Montana,Toole,21.3,8.0
"Silver Bow, Montana",Montana,Silver Bow,18.8,7.7
"Garfield, Montana",Montana,Garfield,18.7,8.4
"Hamilton, Nebraska",Nebraska,Hamilton,14.4,5.9
"Camden, Missouri",Missouri,Camden,20.4,10.8
"Sanders, Montana",Montana,Sanders,19.1,11.1
"Pulaski, Missouri",Missouri,Pulaski,19.4,5.6
"Glacier, Montana",Montana,Glacier,29.0,10.3
"Morgan, Missouri",Missouri,Morgan,25.3,13.5
"Dawes, Nebraska",Nebraska,Dawes,13.1,5.3
"Stillwater, Montana",Montana,Stillwater,16.0,7.2
"Livingston, Missouri",Missouri,Livingston,22.4,9.9
"Bollinger, Missouri",Missouri,Bollinger,25.1,12.3
"Grundy, Missouri",Missouri,Grundy,21.7,10.7
"Sweet Grass, Montana",Montana,Sweet Grass,15.2,7.5
"Madison, Missouri",Missouri,Madison,23.3,10.7
"Keya Paha, Nebraska",Nebraska,Keya Paha,14.7,8.6
"Putnam, Missouri",Missouri,Putnam,21.3,11.0
"St. Louis, Missouri",Missouri,St. Louis,15.9,6.8
"Granite, Montana",Montana,Granite,15.9,8.3
"Jefferson, Missouri",Missouri,Jefferson,22.3,8.3
"Pawnee, Nebraska",Nebraska,Pawnee,17.5,9.6
"Lancaster, Nebraska",Nebraska,Lancaster,13.6,4.9
"Clay, Nebraska",Nebraska,Clay,16.4,7.1
"Barton, Missouri",Missouri,Barton,22.7,11.4
"Washington, Nebraska",Nebraska,Washington,14.7,5.9
"Prairie, Montana",Montana,Prairie,17.4,9.7
"Marion, Missouri",Missouri,Marion,22.1,9.9
"Dodge, Nebraska",Nebraska,Dodge,18.3,6.9
"Rock, Nebraska",Nebraska,Rock,14.3,6.8
"Atchison, Missouri",Missouri,Atchison,19.7,10.0
"Harlan, Nebraska",Nebraska,Harlan,14.8,7.4
"Taney, Missouri",Missouri,Taney,21.0,9.9
"Butler, Missouri",Missouri,Butler,25.4,12.0
"St. Charles, Missouri",Missouri,St. Charles,15.3,6.4
"Hillsborough, New Hampshire",New Hampshire,Hillsborough,15.2,6.1
"Jefferson, Montana",Montana,Jefferson,15.1,6.9
"Esmeralda, Nevada",Nevada,Esmeralda,19.2,11.2
"St. Louis City, Missouri",Missouri,St. Louis City,20.0,7.5
"Lincoln, Missouri",Missouri,Lincoln,23.2,8.6
"Wayne, Nebraska",Nebraska,Wayne,13.8,5.3
"Buffalo, Nebraska",Nebraska,Buffalo,15.9,5.4
"Linn, Missouri",Missouri,Linn,22.3,10.3
"Custer, Montana",Montana,Custer,17.5,7.3
"Saline, Nebraska",Nebraska,Saline,16.6,6.5
"Knox, Missouri",Missouri,Knox,22.7,11.8
"Wright, Missouri",Missouri,Wright,28.0,13.7
"Saline, Missouri",Missouri,Saline,21.0,9.3
"Dawson, Nebraska",Nebraska,Dawson,15.7,6.1
"Holt, Nebraska",Nebraska,Holt,14.5,6.7
"Adair, Missouri",Missouri,Adair,19.2,8.0
"Belknap, New Hampshire",New Hampshire,Belknap,15.7,7.4
"Ripley, Missouri",Missouri,Ripley,27.8,14.1
"Dallas, Missouri",Missouri,Dallas,24.7,11.8
"Missoula, Montana",Montana,Missoula,15.5,5.5
"Treasure, Montana",Montana,Treasure,17.0,8.9
"Daniels, Montana",Montana,Daniels,15.3,7.6
"Chariton, Missouri",Missouri,Chariton,20.8,10.8
"Saunders, Nebraska",Nebraska,Saunders,16.1,6.3
"St. Clair, Missouri",Missouri,St. Clair,22.7,12.6
"Clark, Nevada",Nevada,Clark,16.6,6.6
"Golden Valley, Montana",Montana,Golden Valley,17.6,8.8
"Douglas, Nebraska",Nebraska,Douglas,15.9,5.2
"Andrew, Missouri",Missouri,Andrew,20.3,8.5
"Gallatin, Montana",Montana,Gallatin,12.0,4.6
"Winston, Mississippi",Mississippi,Winston,21.0,9.9
"Valley, Montana",Montana,Valley,17.7,8.3
"Randolph, Missouri",Missouri,Randolph,23.7,9.7
"Carter, Missouri",Missouri,Carter,23.8,11.1
"Howard, Missouri",Missouri,Howard,20.3,9.4
"Bates, Missouri",Missouri,Bates,22.4,10.4
"Nance, Nebraska",Nebraska,Nance,16.7,7.3
"Pierce, Nebraska",Nebraska,Pierce,15.2,6.3
"Cheshire, New Hampshire",New Hampshire,Cheshire,16.4,7.2
"Valley, Nebraska",Nebraska,Valley,14.9,7.1
"Richland, Montana",Montana,Richland,16.3,6.1
"Montgomery, Missouri",Missouri,Montgomery,23.7,11.7
"Mineral, Nevada",Nevada,Mineral,21.1,10.8
"Boone, Nebraska",Nebraska,Boone,15.4,7.3
"Carson City, Nevada",Nevada,Carson City,16.9,7.7
"Sheridan, Nebraska",Nebraska,Sheridan,16.5,8.4
"Carroll, Missouri",Missouri,Carroll,22.2,10.7
"Fillmore, Nebraska",Nebraska,Fillmore,15.8,6.9
"Jackson, Missouri",Missouri,Jackson,21.6,7.8
"Sarpy, Nebraska",Nebraska,Sarpy,13.3,4.3
"Johnson, Missouri",Missouri,Johnson,18.2,6.9
"Shannon, Missouri",Missouri,Shannon,26.4,13.9
"Johnson, Nebraska",Nebraska,Johnson,18.2,6.5
"Greene, Missouri",Missouri,Greene,18.9,8.2
"Kearney, Nebraska",Nebraska,Kearney,15.5,6.2
"Beaverhead, Montana",Montana,Beaverhead,15.7,6.8
"Perry, Missouri",Missouri,Perry,21.9,9.5
"Buchanan, Missouri",Missouri,Buchanan,23.2,9.3
"Mercer, Missouri",Missouri,Mercer,20.8,10.1
"Ray, Missouri",Missouri,Ray,21.8,9.5
"Warren, Mississippi",Mississippi,Warren,19.9,8.5
"Garfield, Nebraska",Nebraska,Garfield,13.7,7.0
"Monroe, Missouri",Missouri,Monroe,22.5,11.1
"Chouteau, Montana",Montana,Chouteau,19.0,8.3
"Scott, Missouri",Missouri,Scott,23.5,10.7
"Gentry, Missouri",Missouri,Gentry,22.0,10.2
"Meagher, Montana",Montana,Meagher,16.4,8.8
"Powell, Montana",Montana,Powell,19.3,7.8
"Hill, Montana",Montana,Hill,22.8,7.9
"Boone, Missouri",Missouri,Boone,17.1,6.3
"Banner, Nebraska",Nebraska,Banner,14.4,6.6
"Sherman, Nebraska",Nebraska,Sherman,15.5,8.0
"Audrain, Missouri",Missouri,Audrain,23.9,10.4
"Caldwell, Missouri",Missouri,Caldwell,22.6,10.8
"Arthur, Nebraska",Nebraska,Arthur,16.1,7.2
"Ravalli, Montana",Montana,Ravalli,17.1,8.2
"Grant, Nebraska",Nebraska,Grant,16.5,7.7
"Antelope, Nebraska",Nebraska,Antelope,15.8,7.5
"McPherson, Nebraska",Nebraska,McPherson,16.1,8.3
"Perkins, Nebraska",Nebraska,Perkins,14.7,6.4
"Pike, Missouri",Missouri,Pike,24.3,10.1
"Webster, Missouri",Missouri,Webster,24.6,10.5
"Chase, Nebraska",Nebraska,Chase,14.5,6.5
"Red Willow, Nebraska",Nebraska,Red Willow,16.9,7.0
"Cascade, Montana",Montana,Cascade,18.4,7.3
"Grafton, New Hampshire",New Hampshire,Grafton,14.9,6.8
"Holt, Missouri",Missouri,Holt,20.6,10.7
"Washington, Missouri",Missouri,Washington,26.5,12.0
"Deer Lodge, Montana",Montana,Deer Lodge,20.4,9.4
"Platte, Missouri",Missouri,Platte,15.4,6.0
"Dent, Missouri",Missouri,Dent,24.6,12.4
"Pershing, Nevada",Nevada,Pershing,20.5,7.3
"White Pine, Nevada",Nevada,White Pine,20.1,8.0
"Cape Girardeau, Missouri",Missouri,Cape Girardeau,19.4,7.9
"McDonald, Missouri",Missouri,McDonald,26.4,11.5
"Dundy, Nebraska",Nebraska,Dundy,16.8,8.7
"Seward, Nebraska",Nebraska,Seward,15.0,5.7
"Ashtabula, Ohio",Ohio,Ashtabula,25.8,12.4
"Jefferson, New York",New York,Jefferson,19.8,7.6
"Socorro, New Mexico",New Mexico,Socorro,17.4,7.1
"Clinton, Ohio",Ohio,Clinton,24.5,10.7
"McIntosh, North Dakota",North Dakota,McIntosh,16.6,9.2
"Alamance, North Carolina",North Carolina,Alamance,18.7,8.0
"Monroe, New York",New York,Monroe,16.9,7.0
"Pamlico, North Carolina",North Carolina,Pamlico,19.5,10.7
"Dare, North Carolina",North Carolina,Dare,16.1,7.6
"Iredell, North Carolina",North Carolina,Iredell,18.5,7.4
"Buncombe, North Carolina",North Carolina,Buncombe,16.5,7.5
"Anson, North Carolina",North Carolina,Anson,23.4,9.9
"Greene, Ohio",Ohio,Greene,17.6,7.7
"Athens, Ohio",Ohio,Athens,22.3,9.0
"Ontario, New York",New York,Ontario,15.5,7.5
"Granville, North Carolina",North Carolina,Granville,20.1,8.4
"Schoharie, New York",New York,Schoharie,17.7,9.1
"Onondaga, New York",New York,Onondaga,16.6,7.5
"Benson, North Dakota",North Dakota,Benson,27.6,10.4
"Eddy, New Mexico",New Mexico,Eddy,16.0,5.4
"Clinton, New York",New York,Clinton,18.9,8.5
"Oliver, North Dakota",North Dakota,Oliver,16.8,7.1
"Belmont, Ohio",Ohio,Belmont,24.4,10.8
"Harding, New Mexico",New Mexico,Harding,13.3,7.7
"Cass, North Dakota",North Dakota,Cass,15.7,4.6
"Avery, North Carolina",North Carolina,Avery,21.6,9.8
"Washington, North Carolina",North Carolina,Washington,22.2,11.3
"Morton, North Dakota",North Dakota,Morton,17.3,5.7
"Williams, North Dakota",North Dakota,Williams,18.9,4.7
"Queens, New York",New York,Queens,12.4,5.6
"Dunn, North Dakota",North Dakota,Dunn,17.5,6.2
"Robeson, North Carolina",North Carolina,Robeson,27.9,11.7
"Divide, North Dakota",North Dakota,Divide,17.8,8.2
"Scotland, North Carolina",North Carolina,Scotland,25.4,10.9
"Stark, North Dakota",North Dakota,Stark,18.8,5.7
"Butler, Ohio",Ohio,Butler,20.9,8.2
"Chenango, New York",New York,Chenango,20.0,10.1
"Beaufort, North Carolina",North Carolina,Beaufort,20.0,10.0
"Montgomery, New York",New York,Montgomery,20.3,9.4
"Carroll, Ohio",Ohio,Carroll,22.6,11.2
"Essex, New York",New York,Essex,17.2,8.9
"Moore, North Carolina",North Carolina,Moore,16.0,7.8
"Foster, North Dakota",North Dakota,Foster,15.9,7.0
"Schenectady, New York",New York,Schenectady,16.7,7.3
"Emmons, North Dakota",North Dakota,Emmons,16.7,8.2
"Sandoval, New Mexico",New Mexico,Sandoval,13.6,5.2
"Carteret, North Carolina",North Carolina,Carteret,17.4,8.7
"Auglaize, Ohio",Ohio,Auglaize,20.4,9.5
"Hyde, North Carolina",North Carolina,Hyde,23.2,10.8
"Johnston, North Carolina",North Carolina,Johnston,19.5,7.3
"Putnam, New York",New York,Putnam,13.3,5.9
"Cherokee, North Carolina",North Carolina,Cherokee,20.3,11.4
"Columbia, New York",New York,Columbia,16.3,8.4
"Ashe, North Carolina",North Carolina,Ashe,20.1,10.3
"Rutherford, North Carolina",North Carolina,Rutherford,21.8,10.6
"Burleigh, North Dakota",North Dakota,Burleigh,15.9,5.4
"Brunswick, North Carolina",North Carolina,Brunswick,16.9,9.3
"Kidder, North Dakota",North Dakota,Kidder,18.1,8.4
"Oswego, New York",New York,Oswego,20.5,9.4
"Guadalupe, New Mexico",New Mexico,Guadalupe,14.8,5.1
"Rio Arriba, New Mexico",New Mexico,Rio Arriba,15.6,5.9
"Orange, North Carolina",North Carolina,Orange,13.2,5.3
"Wells, North Dakota",North Dakota,Wells,15.6,7.9
"Gates, North Carolina",North Carolina,Gates,20.5,9.2
"Sampson, North Carolina",North Carolina,Sampson,21.4,9.3
"Westchester, New York",New York,Westchester,10.5,5.4
"Oneida, New York",New York,Oneida,18.6,8.9
"Madison, North Carolina",North Carolina,Madison,19.3,9.3
"Onslow, North Carolina",North Carolina,Onslow,18.1,5.6
"Schuyler, New York",New York,Schuyler,19.9,9.9
"Pembina, North Dakota",North Dakota,Pembina,17.4,7.0
"Quay, New Mexico",New Mexico,Quay,16.3,7.8
"San Miguel, New Mexico",New Mexico,San Miguel,14.9,6.1
"Hoke, North Carolina",North Carolina,Hoke,22.2,7.2
"Otero, New Mexico",New Mexico,Otero,17.5,6.5
"Alexander, North Carolina",North Carolina,Alexander,21.5,9.7
"Griggs, North Dakota",North Dakota,Griggs,15.6,8.1
"Pierce, North Dakota",North Dakota,Pierce,17.9,8.0
"Grant, New Mexico",New Mexico,Grant,13.2,6.7
"Richmond, North Carolina",North Carolina,Richmond,24.4,10.7
"Clermont, Ohio",Ohio,Clermont,22.6,9.0
"Greene, North Carolina",North Carolina,Greene,23.4,9.4
"Lincoln, New Mexico",New Mexico,Lincoln,13.8,6.8
"Guilford, North Carolina",North Carolina,Guilford,18.2,6.9
"Columbus, North Carolina",North Carolina,Columbus,23.3,10.8
"Washington, New York",New York,Washington,19.1,9.4
"Wyoming, New York",New York,Wyoming,19.6,8.7
"Erie, New York",New York,Erie,16.9,7.7
"Caldwell, North Carolina",North Carolina,Caldwell,22.8,10.4
"Graham, North Carolina",North Carolina,Graham,22.7,11.5
"Wayne, New York",New York,Wayne,18.3,8.8
"Towner, North Dakota",North Dakota,Towner,18.1,8.3
"Clark, Ohio",Ohio,Clark,23.5,10.8
"Bernalillo, New Mexico",New Mexico,Bernalillo,14.6,4.9
"Crawford, Ohio",Ohio,Crawford,24.4,11.4
"Vance, North Carolina",North Carolina,Vance,23.2,10.3
"Hamilton, New York",New York,Hamilton,19.6,12.2
"Perquimans, North Carolina",North Carolina,Perquimans,19.3,10.2
"Eddy, North Dakota",North Dakota,Eddy,16.7,7.4
"Transylvania, North Carolina",North Carolina,Transylvania,17.5,9.8
"Livingston, New York",New York,Livingston,17.4,8.0
"Madison, New York",New York,Madison,17.7,8.1
"Fairfield, Ohio",Ohio,Fairfield,20.4,8.6
"Watauga, North Carolina",North Carolina,Watauga,16.9,7.4
"Rolette, North Dakota",North Dakota,Rolette,30.7,10.0
"Gaston, North Carolina",North Carolina,Gaston,20.8,8.6
"Henry, Ohio",Ohio,Henry,20.6,9.0
"San Juan, New Mexico",New Mexico,San Juan,21.9,7.8
"Yancey, North Carolina",North Carolina,Yancey,20.2,10.6
"Taos, New Mexico",New Mexico,Taos,12.8,6.3
"Allen, Ohio",Ohio,Allen,21.6,9.7
"Halifax, North Carolina",North Carolina,Halifax,24.7,11.7
"Tioga, New York",New York,Tioga,18.6,8.9
"Franklin, Ohio",Ohio,Franklin,20.5,6.9
"Saratoga, New York",New York,Saratoga,14.5,6.7
