,State_County,State,County,Days_with_AQI,Good_Days,Moderate_Days,Unhealthy_for_Sensitive_Groups_Days,Unhealthy_Days,Very_Unhealthy_Days,Hazardous_Days
269,Indiana,Dubois,235.0,157.0,78.0,0.0,0.0,0.0,0.0,"Indiana, Dubois"
270,Indiana,Elkhart,605.0,475.0,129.0,1.0,0.0,0.0,0.0,"Indiana, Elkhart"
271,Indiana,Floyd,701.0,478.0,223.0,0.0,0.0,0.0,0.0,"Indiana, Floyd"
272,Indiana,Greene,520.0,441.0,78.0,1.0,0.0,0.0,0.0,"Indiana, Greene"
273,Indiana,Hamilton,548.0,397.0,145.0,6.0,0.0,0.0,0.0,"Indiana, Hamilton"
274,Indiana,Hendricks,633.0,570.0,60.0,3.0,0.0,0.0,0.0,"Indiana, Hendricks"
275,Indiana,Henry,237.0,181.0,56.0,0.0,0.0,0.0,0.0,"Indiana, Henry"
276,Indiana,Howard,471.0,359.0,111.0,1.0,0.0,0.0,0.0,"Indiana, Howard"
277,Indiana,Huntington,538.0,503.0,35.0,0.0,0.0,0.0,0.0,"Indiana, Huntington"
278,Indiana,Jackson,543.0,500.0,42.0,1.0,0.0,0.0,0.0,"Indiana, Jackson"
279,Indiana,Knox,716.0,612.0,102.0,2.0,0.0,0.0,0.0,"Indiana, Knox"
280,Indiana,LaPorte,607.0,480.0,120.0,7.0,0.0,0.0,0.0,"Indiana, LaPorte"
281,Indiana,Lake,730.0,405.0,321.0,4.0,0.0,0.0,0.0,"Indiana, Lake"
282,Indiana,Madison,605.0,460.0,144.0,1.0,0.0,0.0,0.0,"Indiana, Madison"
283,Indiana,Marion,730.0,272.0,447.0,11.0,0.0,0.0,0.0,"Indiana, Marion"
284,Indiana,Monroe,591.0,430.0,161.0,0.0,0.0,0.0,0.0,"Indiana, Monroe"
285,Indiana,Morgan,543.0,483.0,58.0,2.0,0.0,0.0,0.0,"Indiana, Morgan"
286,Indiana,Perry,556.0,491.0,64.0,1.0,0.0,0.0,0.0,"Indiana, Perry"
287,Indiana,Porter,730.0,448.0,276.0,6.0,0.0,0.0,0.0,"Indiana, Porter"
288,Indiana,Posey,547.0,494.0,52.0,1.0,0.0,0.0,0.0,"Indiana, Posey"
289,Indiana,Shelby,548.0,466.0,73.0,8.0,1.0,0.0,0.0,"Indiana, Shelby"
290,Indiana,Spencer,228.0,160.0,68.0,0.0,0.0,0.0,0.0,"Indiana, Spencer"
291,Indiana,St. Joseph,730.0,474.0,252.0,4.0,0.0,0.0,0.0,"Indiana, St. Joseph"
292,Indiana,Sullivan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Indiana, Sullivan"
293,Indiana,Tippecanoe,615.0,434.0,181.0,0.0,0.0,0.0,0.0,"Indiana, Tippecanoe"
294,Indiana,Vanderburgh,721.0,507.0,213.0,1.0,0.0,0.0,0.0,"Indiana, Vanderburgh"
295,Indiana,Vigo,627.0,419.0,207.0,1.0,0.0,0.0,0.0,"Indiana, Vigo"
296,Indiana,Wabash,708.0,640.0,68.0,0.0,0.0,0.0,0.0,"Indiana, Wabash"
297,Indiana,Warrick,548.0,492.0,55.0,1.0,0.0,0.0,0.0,"Indiana, Warrick"
298,Indiana,Whitley,412.0,340.0,72.0,0.0,0.0,0.0,0.0,"Indiana, Whitley"
299,Iowa,Black Hawk,702.0,516.0,183.0,3.0,0.0,0.0,0.0,"Iowa, Black Hawk"
300,Iowa,Bremer,457.0,421.0,36.0,0.0,0.0,0.0,0.0,"Iowa, Bremer"
301,Iowa,Cerro Gordo,483.0,459.0,24.0,0.0,0.0,0.0,0.0,"Iowa, Cerro Gordo"
302,Iowa,Clinton,729.0,459.0,266.0,4.0,0.0,0.0,0.0,"Iowa, Clinton"
303,Iowa,Harrison,455.0,412.0,42.0,1.0,0.0,0.0,0.0,"Iowa, Harrison"
304,Iowa,Johnson,720.0,503.0,215.0,2.0,0.0,0.0,0.0,"Iowa, Johnson"
305,Iowa,Lee,240.0,185.0,55.0,0.0,0.0,0.0,0.0,"Iowa, Lee"
306,Iowa,Linn,730.0,524.0,202.0,4.0,0.0,0.0,0.0,"Iowa, Linn"
307,Iowa,Montgomery,631.0,540.0,89.0,2.0,0.0,0.0,0.0,"Iowa, Montgomery"
308,Iowa,Muscatine,730.0,503.0,221.0,5.0,1.0,0.0,0.0,"Iowa, Muscatine"
309,Iowa,Palo Alto,628.0,513.0,114.0,1.0,0.0,0.0,0.0,"Iowa, Palo Alto"
310,Iowa,Polk,730.0,570.0,159.0,1.0,0.0,0.0,0.0,"Iowa, Polk"
311,Iowa,Pottawattamie,371.0,321.0,49.0,1.0,0.0,0.0,0.0,"Iowa, Pottawattamie"
312,Iowa,Scott,730.0,393.0,332.0,5.0,0.0,0.0,0.0,"Iowa, Scott"
313,Iowa,Van Buren,624.0,531.0,93.0,0.0,0.0,0.0,0.0,"Iowa, Van Buren"
314,Iowa,Woodbury,241.0,203.0,37.0,1.0,0.0,0.0,0.0,"Iowa, Woodbury"
315,Kansas,Chase,239.0,222.0,16.0,1.0,0.0,0.0,0.0,"Kansas, Chase"
316,Kansas,Ford,662.0,649.0,13.0,0.0,0.0,0.0,0.0,"Kansas, Ford"
317,Kansas,Johnson,727.0,651.0,75.0,1.0,0.0,0.0,0.0,"Kansas, Johnson"
318,Kansas,Leavenworth,722.0,679.0,43.0,0.0,0.0,0.0,0.0,"Kansas, Leavenworth"
319,Kansas,Neosho,425.0,342.0,82.0,1.0,0.0,0.0,0.0,"Kansas, Neosho"
320,Kansas,Sedgwick,730.0,600.0,124.0,5.0,1.0,0.0,0.0,"Kansas, Sedgwick"
321,Kansas,Shawnee,730.0,600.0,128.0,1.0,1.0,0.0,0.0,"Kansas, Shawnee"
322,Kansas,Sherman,409.0,403.0,6.0,0.0,0.0,0.0,0.0,"Kansas, Sherman"
323,Kansas,Sumner,730.0,623.0,103.0,4.0,0.0,0.0,0.0,"Kansas, Sumner"
324,Kansas,Trego,729.0,643.0,85.0,1.0,0.0,0.0,0.0,"Kansas, Trego"
325,Kansas,Wyandotte,730.0,546.0,181.0,3.0,0.0,0.0,0.0,"Kansas, Wyandotte"
326,Kentucky,Bell,527.0,459.0,68.0,0.0,0.0,0.0,0.0,"Kentucky, Bell"
327,Kentucky,Boone,480.0,439.0,41.0,0.0,0.0,0.0,0.0,"Kentucky, Boone"
328,Kentucky,Boyd,730.0,561.0,169.0,0.0,0.0,0.0,0.0,"Kentucky, Boyd"
329,Kentucky,Bullitt,526.0,432.0,94.0,0.0,0.0,0.0,0.0,"Kentucky, Bullitt"
330,Kentucky,Campbell,727.0,569.0,155.0,3.0,0.0,0.0,0.0,"Kentucky, Campbell"
331,Kentucky,Carter,569.0,521.0,48.0,0.0,0.0,0.0,0.0,"Kentucky, Carter"
332,Kentucky,Christian,546.0,456.0,89.0,1.0,0.0,0.0,0.0,"Kentucky, Christian"
333,Kentucky,Daviess,729.0,518.0,209.0,2.0,0.0,0.0,0.0,"Kentucky, Daviess"
334,Kentucky,Edmonson,717.0,589.0,128.0,0.0,0.0,0.0,0.0,"Kentucky, Edmonson"
335,Kentucky,Fayette,729.0,548.0,181.0,0.0,0.0,0.0,0.0,"Kentucky, Fayette"
336,Kentucky,Greenup,486.0,454.0,32.0,0.0,0.0,0.0,0.0,"Kentucky, Greenup"
337,Kentucky,Hancock,488.0,410.0,77.0,1.0,0.0,0.0,0.0,"Kentucky, Hancock"
338,Kentucky,Hardin,723.0,581.0,141.0,1.0,0.0,0.0,0.0,"Kentucky, Hardin"
339,Kentucky,Henderson,420.0,283.0,133.0,4.0,0.0,0.0,0.0,"Kentucky, Henderson"
340,Kentucky,Jefferson,730.0,487.0,235.0,8.0,0.0,0.0,0.0,"Kentucky, Jefferson"
341,Kentucky,Jessamine,486.0,431.0,55.0,0.0,0.0,0.0,0.0,"Kentucky, Jessamine"
342,Kentucky,Livingston,506.0,455.0,50.0,1.0,0.0,0.0,0.0,"Kentucky, Livingston"
343,Kentucky,McCracken,725.0,526.0,197.0,2.0,0.0,0.0,0.0,"Kentucky, McCracken"
344,Kentucky,Morgan,712.0,651.0,59.0,2.0,0.0,0.0,0.0,"Kentucky, Morgan"
345,Kentucky,Oldham,479.0,404.0,73.0,2.0,0.0,0.0,0.0,"Kentucky, Oldham"
346,Kentucky,Perry,710.0,614.0,96.0,0.0,0.0,0.0,0.0,"Kentucky, Perry"
347,Kentucky,Pike,678.0,595.0,81.0,2.0,0.0,0.0,0.0,"Kentucky, Pike"
348,Kentucky,Pulaski,527.0,490.0,37.0,0.0,0.0,0.0,0.0,"Kentucky, Pulaski"
349,Kentucky,Simpson,488.0,421.0,65.0,2.0,0.0,0.0,0.0,"Kentucky, Simpson"
350,Kentucky,Trigg,710.0,623.0,87.0,0.0,0.0,0.0,0.0,"Kentucky, Trigg"
351,Kentucky,Warren,705.0,562.0,143.0,0.0,0.0,0.0,0.0,"Kentucky, Warren"
352,Kentucky,Washington,701.0,625.0,76.0,0.0,0.0,0.0,0.0,"Kentucky, Washington"
353,Louisiana,Ascension,726.0,650.0,71.0,5.0,0.0,0.0,0.0,"Louisiana, Ascension"
354,Louisiana,Bossier,721.0,592.0,122.0,6.0,1.0,0.0,0.0,"Louisiana, Bossier"
355,Louisiana,Caddo,718.0,591.0,124.0,3.0,0.0,0.0,0.0,"Louisiana, Caddo"
356,Louisiana,Calcasieu,730.0,497.0,223.0,8.0,2.0,0.0,0.0,"Louisiana, Calcasieu"
357,Louisiana,East Baton Rouge,730.0,495.0,217.0,15.0,3.0,0.0,0.0,"Louisiana, East Baton Rouge"
358,Louisiana,Iberville,730.0,588.0,130.0,11.0,1.0,0.0,0.0,"Louisiana, Iberville"
359,Louisiana,Jefferson,730.0,562.0,161.0,7.0,0.0,0.0,0.0,"Louisiana, Jefferson"
360,Louisiana,Lafayette,730.0,576.0,151.0,3.0,0.0,0.0,0.0,"Louisiana, Lafayette"
361,Louisiana,Lafourche,725.0,569.0,152.0,4.0,0.0,0.0,0.0,"Louisiana, Lafourche"
362,Louisiana,Livingston,730.0,555.0,168.0,5.0,2.0,0.0,0.0,"Louisiana, Livingston"
363,Louisiana,Orleans,730.0,595.0,132.0,3.0,0.0,0.0,0.0,"Louisiana, Orleans"
364,Louisiana,Ouachita,723.0,659.0,64.0,0.0,0.0,0.0,0.0,"Louisiana, Ouachita"
365,Louisiana,Pointe Coupee,707.0,646.0,53.0,8.0,0.0,0.0,0.0,"Louisiana, Pointe Coupee"
366,Louisiana,Rapides,238.0,207.0,31.0,0.0,0.0,0.0,0.0,"Louisiana, Rapides"
367,Louisiana,St. Bernard,730.0,459.0,268.0,3.0,0.0,0.0,0.0,"Louisiana, St. Bernard"
368,Louisiana,St. James,713.0,661.0,50.0,2.0,0.0,0.0,0.0,"Louisiana, St. James"
369,Louisiana,St. John the Baptist,712.0,644.0,63.0,5.0,0.0,0.0,0.0,"Louisiana, St. John the Baptist"
370,Louisiana,St. Martin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Louisiana, St. Martin"
371,Louisiana,St. Tammany,728.0,585.0,139.0,3.0,1.0,0.0,0.0,"Louisiana, St. Tammany"
372,Louisiana,Tangipahoa,234.0,205.0,29.0,0.0,0.0,0.0,0.0,"Louisiana, Tangipahoa"
373,Louisiana,Terrebonne,240.0,214.0,26.0,0.0,0.0,0.0,0.0,"Louisiana, Terrebonne"
374,Louisiana,West Baton Rouge,727.0,498.0,225.0,4.0,0.0,0.0,0.0,"Louisiana, West Baton Rouge"
375,Maine,Androscoggin,573.0,551.0,22.0,0.0,0.0,0.0,0.0,"Maine, Androscoggin"
376,Maine,Aroostook,730.0,661.0,67.0,1.0,1.0,0.0,0.0,"Maine, Aroostook"
377,Maine,Cumberland,730.0,657.0,71.0,2.0,0.0,0.0,0.0,"Maine, Cumberland"
378,Maine,Hancock,730.0,669.0,56.0,4.0,1.0,0.0,0.0,"Maine, Hancock"
379,Maine,Kennebec,573.0,557.0,15.0,1.0,0.0,0.0,0.0,"Maine, Kennebec"
380,Maine,Knox,396.0,373.0,20.0,3.0,0.0,0.0,0.0,"Maine, Knox"
381,Maine,Oxford,550.0,533.0,17.0,0.0,0.0,0.0,0.0,"Maine, Oxford"
382,Maine,Penobscot,726.0,698.0,27.0,1.0,0.0,0.0,0.0,"Maine, Penobscot"
383,Maine,Washington,727.0,714.0,11.0,2.0,0.0,0.0,0.0,"Maine, Washington"
384,Maine,York,593.0,554.0,34.0,4.0,1.0,0.0,0.0,"Maine, York"
385,Maryland,Anne Arundel,608.0,379.0,219.0,10.0,0.0,0.0,0.0,"Maryland, Anne Arundel"
386,Maryland,Baltimore,730.0,466.0,246.0,17.0,1.0,0.0,0.0,"Maryland, Baltimore"
387,Maryland,Baltimore (City),728.0,467.0,250.0,11.0,0.0,0.0,0.0,"Maryland, Baltimore (City)"
388,Maryland,Calvert,436.0,372.0,62.0,2.0,0.0,0.0,0.0,"Maryland, Calvert"
389,Maryland,Carroll,453.0,388.0,63.0,2.0,0.0,0.0,0.0,"Maryland, Carroll"
390,Maryland,Cecil,716.0,517.0,188.0,11.0,0.0,0.0,0.0,"Maryland, Cecil"
391,Maryland,Charles,435.0,370.0,63.0,2.0,0.0,0.0,0.0,"Maryland, Charles"
392,Maryland,Dorchester,726.0,619.0,100.0,7.0,0.0,0.0,0.0,"Maryland, Dorchester"
393,Maryland,Frederick,451.0,371.0,76.0,4.0,0.0,0.0,0.0,"Maryland, Frederick"
394,Maryland,Garrett,730.0,653.0,76.0,1.0,0.0,0.0,0.0,"Maryland, Garrett"
395,Maryland,Harford,621.0,434.0,165.0,20.0,1.0,1.0,0.0,"Maryland, Harford"
396,Maryland,Howard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Maryland, Howard"
397,Maryland,Kent,569.0,475.0,91.0,3.0,0.0,0.0,0.0,"Maryland, Kent"
398,Maryland,Montgomery,719.0,530.0,186.0,3.0,0.0,0.0,0.0,"Maryland, Montgomery"
399,Maryland,Prince George's,730.0,485.0,235.0,10.0,0.0,0.0,0.0,"Maryland, Prince George's"
400,Maryland,Washington,623.0,519.0,104.0,0.0,0.0,0.0,0.0,"Maryland, Washington"
401,Massachusetts,Barnstable,596.0,550.0,42.0,4.0,0.0,0.0,0.0,"Massachusetts, Barnstable"
402,Massachusetts,Berkshire,716.0,554.0,159.0,3.0,0.0,0.0,0.0,"Massachusetts, Berkshire"
403,Massachusetts,Bristol,721.0,601.0,117.0,3.0,0.0,0.0,0.0,"Massachusetts, Bristol"
404,Massachusetts,Dukes,557.0,511.0,38.0,8.0,0.0,0.0,0.0,"Massachusetts, Dukes"
405,Massachusetts,Essex,729.0,605.0,119.0,5.0,0.0,0.0,0.0,"Massachusetts, Essex"
406,Massachusetts,Franklin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Massachusetts, Franklin"
407,Massachusetts,Hampden,729.0,539.0,179.0,11.0,0.0,0.0,0.0,"Massachusetts, Hampden"
408,Massachusetts,Hampshire,729.0,606.0,114.0,9.0,0.0,0.0,0.0,"Massachusetts, Hampshire"
409,Massachusetts,Middlesex,729.0,667.0,58.0,4.0,0.0,0.0,0.0,"Massachusetts, Middlesex"
410,Massachusetts,Norfolk,727.0,657.0,66.0,4.0,0.0,0.0,0.0,"Massachusetts, Norfolk"
411,Massachusetts,Plymouth,481.0,432.0,49.0,0.0,0.0,0.0,0.0,"Massachusetts, Plymouth"
412,Massachusetts,Suffolk,730.0,549.0,175.0,6.0,0.0,0.0,0.0,"Massachusetts, Suffolk"
413,Massachusetts,Worcester,730.0,583.0,139.0,7.0,1.0,0.0,0.0,"Massachusetts, Worcester"
414,Michigan,Allegan,519.0,401.0,109.0,8.0,1.0,0.0,0.0,"Michigan, Allegan"
415,Michigan,Bay,432.0,378.0,54.0,0.0,0.0,0.0,0.0,"Michigan, Bay"
416,Michigan,Benzie,430.0,393.0,34.0,3.0,0.0,0.0,0.0,"Michigan, Benzie"
417,Michigan,Berrien,500.0,400.0,95.0,5.0,0.0,0.0,0.0,"Michigan, Berrien"
418,Michigan,Cass,438.0,363.0,71.0,4.0,0.0,0.0,0.0,"Michigan, Cass"
419,Michigan,Chippewa,139.0,87.0,50.0,2.0,0.0,0.0,0.0,"Michigan, Chippewa"
420,Michigan,Clinton,421.0,392.0,29.0,0.0,0.0,0.0,0.0,"Michigan, Clinton"
421,Michigan,Genesee,581.0,466.0,113.0,2.0,0.0,0.0,0.0,"Michigan, Genesee"
422,Michigan,Huron,434.0,410.0,21.0,3.0,0.0,0.0,0.0,"Michigan, Huron"
423,Michigan,Ingham,608.0,514.0,93.0,1.0,0.0,0.0,0.0,"Michigan, Ingham"
424,Michigan,Kalamazoo,605.0,480.0,120.0,5.0,0.0,0.0,0.0,"Michigan, Kalamazoo"
425,Michigan,Kent,730.0,592.0,134.0,4.0,0.0,0.0,0.0,"Michigan, Kent"
426,Michigan,Keweenaw,221.0,217.0,4.0,0.0,0.0,0.0,0.0,"Michigan, Keweenaw"
427,Michigan,Lenawee,592.0,450.0,141.0,1.0,0.0,0.0,0.0,"Michigan, Lenawee"
428,Michigan,Macomb,530.0,425.0,98.0,6.0,1.0,0.0,0.0,"Michigan, Macomb"
429,Michigan,Manistee,506.0,454.0,50.0,2.0,0.0,0.0,0.0,"Michigan, Manistee"
430,Michigan,Mason,437.0,405.0,30.0,2.0,0.0,0.0,0.0,"Michigan, Mason"
431,Michigan,Missaukee,603.0,543.0,60.0,0.0,0.0,0.0,0.0,"Michigan, Missaukee"
432,Michigan,Monroe,181.0,132.0,48.0,1.0,0.0,0.0,0.0,"Michigan, Monroe"
433,Michigan,Muskegon,559.0,462.0,91.0,5.0,1.0,0.0,0.0,"Michigan, Muskegon"
434,Michigan,Oakland,537.0,426.0,104.0,7.0,0.0,0.0,0.0,"Michigan, Oakland"
435,Michigan,Ottawa,655.0,539.0,114.0,2.0,0.0,0.0,0.0,"Michigan, Ottawa"
436,Michigan,Schoolcraft,608.0,576.0,31.0,1.0,0.0,0.0,0.0,"Michigan, Schoolcraft"
437,Michigan,St. Clair,606.0,492.0,107.0,7.0,0.0,0.0,0.0,"Michigan, St. Clair"
438,Michigan,Tuscola,714.0,683.0,30.0,1.0,0.0,0.0,0.0,"Michigan, Tuscola"
439,Michigan,Washtenaw,728.0,586.0,142.0,0.0,0.0,0.0,0.0,"Michigan, Washtenaw"
440,Michigan,Wayne,730.0,367.0,343.0,19.0,1.0,0.0,0.0,"Michigan, Wayne"
441,Michigan,Wexford,680.0,647.0,31.0,2.0,0.0,0.0,0.0,"Michigan, Wexford"
442,Minnesota,Anoka,729.0,537.0,188.0,4.0,0.0,0.0,0.0,"Minnesota, Anoka"
443,Minnesota,Becker,699.0,636.0,61.0,2.0,0.0,0.0,0.0,"Minnesota, Becker"
444,Minnesota,Beltrami,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Minnesota, Beltrami"
445,Minnesota,Carlton,521.0,507.0,14.0,0.0,0.0,0.0,0.0,"Minnesota, Carlton"
446,Minnesota,Cass,364.0,345.0,18.0,1.0,0.0,0.0,0.0,"Minnesota, Cass"
447,Minnesota,Cook,654.0,637.0,17.0,0.0,0.0,0.0,0.0,"Minnesota, Cook"
448,Minnesota,Crow Wing,719.0,617.0,101.0,1.0,0.0,0.0,0.0,"Minnesota, Crow Wing"
449,Minnesota,Dakota,730.0,565.0,159.0,5.0,1.0,0.0,0.0,"Minnesota, Dakota"
450,Minnesota,Goodhue,398.0,365.0,33.0,0.0,0.0,0.0,0.0,"Minnesota, Goodhue"
451,Minnesota,Hennepin,730.0,507.0,220.0,3.0,0.0,0.0,0.0,"Minnesota, Hennepin"
452,Minnesota,Lake,715.0,653.0,62.0,0.0,0.0,0.0,0.0,"Minnesota, Lake"
453,Minnesota,Lyon,717.0,581.0,135.0,1.0,0.0,0.0,0.0,"Minnesota, Lyon"
454,Minnesota,Mille Lacs,480.0,449.0,31.0,0.0,0.0,0.0,0.0,"Minnesota, Mille Lacs"
455,Minnesota,Olmsted,729.0,563.0,162.0,4.0,0.0,0.0,0.0,"Minnesota, Olmsted"
456,Minnesota,Ramsey,730.0,564.0,161.0,5.0,0.0,0.0,0.0,"Minnesota, Ramsey"
457,Minnesota,Saint Louis,730.0,605.0,124.0,1.0,0.0,0.0,0.0,"Minnesota, Saint Louis"
458,Minnesota,Scott,608.0,518.0,88.0,2.0,0.0,0.0,0.0,"Minnesota, Scott"
459,Minnesota,Stearns,709.0,613.0,94.0,2.0,0.0,0.0,0.0,"Minnesota, Stearns"
460,Minnesota,Washington,464.0,380.0,84.0,0.0,0.0,0.0,0.0,"Minnesota, Washington"
461,Minnesota,Winona,228.0,207.0,21.0,0.0,0.0,0.0,0.0,"Minnesota, Winona"
462,Minnesota,Wright,727.0,587.0,138.0,2.0,0.0,0.0,0.0,"Minnesota, Wright"
463,Mississippi,Bolivar,704.0,509.0,195.0,0.0,0.0,0.0,0.0,"Mississippi, Bolivar"
464,Mississippi,DeSoto,709.0,531.0,172.0,6.0,0.0,0.0,0.0,"Mississippi, DeSoto"
465,Mississippi,Forrest,476.0,378.0,98.0,0.0,0.0,0.0,0.0,"Mississippi, Forrest"
466,Mississippi,Hancock,648.0,553.0,94.0,1.0,0.0,0.0,0.0,"Mississippi, Hancock"
467,Mississippi,Harrison,680.0,484.0,191.0,5.0,0.0,0.0,0.0,"Mississippi, Harrison"
468,Mississippi,Hinds,710.0,479.0,230.0,1.0,0.0,0.0,0.0,"Mississippi, Hinds"
469,Mississippi,Jackson,693.0,573.0,115.0,5.0,0.0,0.0,0.0,"Mississippi, Jackson"
470,Mississippi,Lauderdale,590.0,464.0,126.0,0.0,0.0,0.0,0.0,"Mississippi, Lauderdale"
471,Mississippi,Lee,586.0,469.0,117.0,0.0,0.0,0.0,0.0,"Mississippi, Lee"
472,Mississippi,Yalobusha,677.0,647.0,30.0,0.0,0.0,0.0,0.0,"Mississippi, Yalobusha"
473,Missouri,Andrew,450.0,400.0,50.0,0.0,0.0,0.0,0.0,"Missouri, Andrew"
474,Missouri,Boone,459.0,434.0,25.0,0.0,0.0,0.0,0.0,"Missouri, Boone"
475,Missouri,Buchanan,678.0,457.0,218.0,3.0,0.0,0.0,0.0,"Missouri, Buchanan"
476,Missouri,Callaway,458.0,432.0,26.0,0.0,0.0,0.0,0.0,"Missouri, Callaway"
477,Missouri,Cass,650.0,546.0,102.0,1.0,1.0,0.0,0.0,"Missouri, Cass"
478,Missouri,Cedar,705.0,536.0,169.0,0.0,0.0,0.0,0.0,"Missouri, Cedar"
479,Missouri,Clay,730.0,533.0,187.0,10.0,0.0,0.0,0.0,"Missouri, Clay"
480,Missouri,Clinton,459.0,386.0,69.0,4.0,0.0,0.0,0.0,"Missouri, Clinton"
481,Missouri,Greene,730.0,628.0,101.0,1.0,0.0,0.0,0.0,"Missouri, Greene"
482,Missouri,Jackson,730.0,542.0,186.0,2.0,0.0,0.0,0.0,"Missouri, Jackson"
483,Missouri,Jasper,729.0,625.0,98.0,6.0,0.0,0.0,0.0,"Missouri, Jasper"
484,Missouri,Jefferson,726.0,490.0,232.0,4.0,0.0,0.0,0.0,"Missouri, Jefferson"
485,Missouri,Lincoln,455.0,391.0,63.0,1.0,0.0,0.0,0.0,"Missouri, Lincoln"
486,Missouri,Monroe,597.0,568.0,29.0,0.0,0.0,0.0,0.0,"Missouri, Monroe"
487,Missouri,Perry,456.0,384.0,68.0,4.0,0.0,0.0,0.0,"Missouri, Perry"
488,Missouri,Saint Charles,609.0,508.0,90.0,10.0,1.0,0.0,0.0,"Missouri, Saint Charles"
489,Missouri,Saint Louis,730.0,429.0,294.0,7.0,0.0,0.0,0.0,"Missouri, Saint Louis"
490,Missouri,Sainte Genevieve,609.0,516.0,90.0,3.0,0.0,0.0,0.0,"Missouri, Sainte Genevieve"
491,Missouri,St. Louis City,730.0,366.0,356.0,7.0,1.0,0.0,0.0,"Missouri, St. Louis City"
492,Missouri,Stoddard,212.0,189.0,23.0,0.0,0.0,0.0,0.0,"Missouri, Stoddard"
493,Missouri,Taney,241.0,224.0,17.0,0.0,0.0,0.0,0.0,"Missouri, Taney"
494,Montana,Cascade,728.0,660.0,67.0,1.0,0.0,0.0,0.0,"Montana, Cascade"
495,Montana,Fergus,475.0,458.0,17.0,0.0,0.0,0.0,0.0,"Montana, Fergus"
496,Montana,Flathead,730.0,531.0,198.0,1.0,0.0,0.0,0.0,"Montana, Flathead"
497,Montana,Gallatin,730.0,624.0,105.0,1.0,0.0,0.0,0.0,"Montana, Gallatin"
498,Montana,Lake,212.0,212.0,0.0,0.0,0.0,0.0,0.0,"Montana, Lake"
499,Montana,Lewis and Clark,723.0,594.0,124.0,5.0,0.0,0.0,0.0,"Montana, Lewis and Clark"
500,Montana,Lincoln,728.0,454.0,271.0,3.0,0.0,0.0,0.0,"Montana, Lincoln"
501,Montana,Missoula,729.0,496.0,210.0,20.0,3.0,0.0,0.0,"Montana, Missoula"
502,Montana,Phillips,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Montana, Phillips"
503,Montana,Powder River,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Montana, Powder River"
504,Montana,Powell,226.0,223.0,3.0,0.0,0.0,0.0,0.0,"Montana, Powell"
505,Montana,Ravalli,697.0,619.0,78.0,0.0,0.0,0.0,0.0,"Montana, Ravalli"
506,Montana,Richland,728.0,666.0,62.0,0.0,0.0,0.0,0.0,"Montana, Richland"
507,Montana,Roosevelt,195.0,195.0,0.0,0.0,0.0,0.0,0.0,"Montana, Roosevelt"
508,Montana,Rosebud,729.0,692.0,34.0,3.0,0.0,0.0,0.0,"Montana, Rosebud"
509,Montana,Sanders,486.0,441.0,45.0,0.0,0.0,0.0,0.0,"Montana, Sanders"
510,Montana,Sheridan,224.0,223.0,1.0,0.0,0.0,0.0,0.0,"Montana, Sheridan"
511,Montana,Silver Bow,727.0,615.0,106.0,6.0,0.0,0.0,0.0,"Montana, Silver Bow"
512,Montana,Yellowstone,657.0,642.0,14.0,0.0,1.0,0.0,0.0,"Montana, Yellowstone"
513,Nebraska,Cass,708.0,692.0,16.0,0.0,0.0,0.0,0.0,"Nebraska, Cass"
514,Nebraska,Douglas,730.0,570.0,159.0,1.0,0.0,0.0,0.0,"Nebraska, Douglas"
515,Nebraska,Hall,215.0,196.0,19.0,0.0,0.0,0.0,0.0,"Nebraska, Hall"
516,Nebraska,Knox,715.0,687.0,28.0,0.0,0.0,0.0,0.0,"Nebraska, Knox"
517,Nebraska,Lancaster,653.0,609.0,42.0,0.0,1.0,1.0,0.0,"Nebraska, Lancaster"
518,Nebraska,Sarpy,447.0,375.0,71.0,1.0,0.0,0.0,0.0,"Nebraska, Sarpy"
519,Nebraska,Scotts Bluff,179.0,175.0,4.0,0.0,0.0,0.0,0.0,"Nebraska, Scotts Bluff"
520,Nebraska,Thomas,225.0,220.0,5.0,0.0,0.0,0.0,0.0,"Nebraska, Thomas"
521,Nebraska,Washington,232.0,203.0,28.0,1.0,0.0,0.0,0.0,"Nebraska, Washington"
522,Nevada,Carson City,473.0,396.0,75.0,2.0,0.0,0.0,0.0,"Nevada, Carson City"
523,Nevada,Churchill,548.0,493.0,54.0,1.0,0.0,0.0,0.0,"Nevada, Churchill"
524,Nevada,Clark,730.0,288.0,415.0,27.0,0.0,0.0,0.0,"Nevada, Clark"
525,Nevada,Douglas,693.0,683.0,10.0,0.0,0.0,0.0,0.0,"Nevada, Douglas"
526,Nevada,Elko,684.0,671.0,12.0,1.0,0.0,0.0,0.0,"Nevada, Elko"
527,Nevada,Lyon,517.0,487.0,30.0,0.0,0.0,0.0,0.0,"Nevada, Lyon"
528,Nevada,Nye,717.0,680.0,31.0,5.0,1.0,0.0,0.0,"Nevada, Nye"
