,State_County,State,County,Days_with_AQI,Good_Days,Moderate_Days,Unhealthy_for_Sensitive_Groups_Days,Unhealthy_Days,Very_Unhealthy_Days,Hazardous_Days
529,Nevada,Washoe,730.0,474.0,252.0,4.0,0.0,0.0,0.0,"Nevada, Washoe"
530,Nevada,White Pine,712.0,561.0,148.0,3.0,0.0,0.0,0.0,"Nevada, White Pine"
531,New Hampshire,Belknap,525.0,503.0,22.0,0.0,0.0,0.0,0.0,"New Hampshire, Belknap"
532,New Hampshire,Cheshire,725.0,598.0,125.0,2.0,0.0,0.0,0.0,"New Hampshire, Cheshire"
533,New Hampshire,Coos,628.0,572.0,55.0,1.0,0.0,0.0,0.0,"New Hampshire, Coos"
534,New Hampshire,Grafton,728.0,666.0,62.0,0.0,0.0,0.0,0.0,"New Hampshire, Grafton"
535,New Hampshire,Hillsborough,730.0,670.0,55.0,5.0,0.0,0.0,0.0,"New Hampshire, Hillsborough"
536,New Hampshire,Merrimack,451.0,412.0,38.0,1.0,0.0,0.0,0.0,"New Hampshire, Merrimack"
537,New Hampshire,Rockingham,671.0,617.0,50.0,4.0,0.0,0.0,0.0,"New Hampshire, Rockingham"
538,New Jersey,Atlantic,726.0,593.0,128.0,5.0,0.0,0.0,0.0,"New Jersey, Atlantic"
539,New Jersey,Bergen,730.0,409.0,303.0,18.0,0.0,0.0,0.0,"New Jersey, Bergen"
540,New Jersey,Camden,730.0,510.0,210.0,10.0,0.0,0.0,0.0,"New Jersey, Camden"
541,New Jersey,Cumberland,726.0,532.0,187.0,7.0,0.0,0.0,0.0,"New Jersey, Cumberland"
542,New Jersey,Essex,730.0,585.0,144.0,1.0,0.0,0.0,0.0,"New Jersey, Essex"
543,New Jersey,Gloucester,643.0,539.0,99.0,5.0,0.0,0.0,0.0,"New Jersey, Gloucester"
544,New Jersey,Hudson,730.0,478.0,247.0,5.0,0.0,0.0,0.0,"New Jersey, Hudson"
545,New Jersey,Hunterdon,726.0,565.0,157.0,4.0,0.0,0.0,0.0,"New Jersey, Hunterdon"
546,New Jersey,Mercer,730.0,538.0,184.0,8.0,0.0,0.0,0.0,"New Jersey, Mercer"
547,New Jersey,Middlesex,727.0,567.0,156.0,4.0,0.0,0.0,0.0,"New Jersey, Middlesex"
548,New Jersey,Monmouth,605.0,554.0,46.0,5.0,0.0,0.0,0.0,"New Jersey, Monmouth"
549,New Jersey,Morris,729.0,650.0,78.0,1.0,0.0,0.0,0.0,"New Jersey, Morris"
550,New Jersey,Ocean,706.0,558.0,140.0,8.0,0.0,0.0,0.0,"New Jersey, Ocean"
551,New Jersey,Passaic,556.0,475.0,78.0,3.0,0.0,0.0,0.0,"New Jersey, Passaic"
552,New Jersey,Union,730.0,448.0,281.0,1.0,0.0,0.0,0.0,"New Jersey, Union"
553,New Jersey,Warren,481.0,417.0,63.0,1.0,0.0,0.0,0.0,"New Jersey, Warren"
554,New Mexico,Bernalillo,730.0,308.0,415.0,7.0,0.0,0.0,0.0,"New Mexico, Bernalillo"
555,New Mexico,Catron,226.0,226.0,0.0,0.0,0.0,0.0,0.0,"New Mexico, Catron"
556,New Mexico,Chaves,281.0,275.0,6.0,0.0,0.0,0.0,0.0,"New Mexico, Chaves"
557,New Mexico,Dona Ana,730.0,294.0,398.0,30.0,4.0,2.0,2.0,"New Mexico, Dona Ana"
558,New Mexico,Eddy,730.0,508.0,201.0,19.0,2.0,0.0,0.0,"New Mexico, Eddy"
559,New Mexico,Lea,730.0,580.0,143.0,6.0,1.0,0.0,0.0,"New Mexico, Lea"
560,New Mexico,Lincoln,215.0,214.0,1.0,0.0,0.0,0.0,0.0,"New Mexico, Lincoln"
561,New Mexico,Los Alamos,226.0,225.0,1.0,0.0,0.0,0.0,0.0,"New Mexico, Los Alamos"
562,New Mexico,Luna,725.0,695.0,27.0,2.0,0.0,0.0,1.0,"New Mexico, Luna"
563,New Mexico,Rio Arriba,469.0,426.0,43.0,0.0,0.0,0.0,0.0,"New Mexico, Rio Arriba"
564,New Mexico,San Juan,730.0,523.0,207.0,0.0,0.0,0.0,0.0,"New Mexico, San Juan"
565,New Mexico,Sandoval,728.0,525.0,203.0,0.0,0.0,0.0,0.0,"New Mexico, Sandoval"
566,New Mexico,Santa Fe,727.0,587.0,139.0,1.0,0.0,0.0,0.0,"New Mexico, Santa Fe"
567,New Mexico,Socorro,205.0,205.0,0.0,0.0,0.0,0.0,0.0,"New Mexico, Socorro"
568,New Mexico,Taos,718.0,693.0,25.0,0.0,0.0,0.0,0.0,"New Mexico, Taos"
569,New Mexico,Valencia,722.0,598.0,124.0,0.0,0.0,0.0,0.0,"New Mexico, Valencia"
570,New York,Albany,730.0,591.0,136.0,3.0,0.0,0.0,0.0,"New York, Albany"
571,New York,Bronx,730.0,480.0,239.0,11.0,0.0,0.0,0.0,"New York, Bronx"
572,New York,Chautauqua,708.0,624.0,80.0,4.0,0.0,0.0,0.0,"New York, Chautauqua"
573,New York,Dutchess,692.0,656.0,33.0,3.0,0.0,0.0,0.0,"New York, Dutchess"
574,New York,Erie,730.0,541.0,186.0,3.0,0.0,0.0,0.0,"New York, Erie"
575,New York,Essex,729.0,643.0,84.0,2.0,0.0,0.0,0.0,"New York, Essex"
576,New York,Hamilton,684.0,653.0,29.0,2.0,0.0,0.0,0.0,"New York, Hamilton"
577,New York,Herkimer,547.0,523.0,23.0,1.0,0.0,0.0,0.0,"New York, Herkimer"
578,New York,Jefferson,529.0,497.0,29.0,2.0,1.0,0.0,0.0,"New York, Jefferson"
579,New York,Kings,730.0,578.0,151.0,1.0,0.0,0.0,0.0,"New York, Kings"
580,New York,Monroe,730.0,630.0,98.0,1.0,1.0,0.0,0.0,"New York, Monroe"
581,New York,Nassau,725.0,604.0,120.0,1.0,0.0,0.0,0.0,"New York, Nassau"
582,New York,New York,730.0,460.0,263.0,7.0,0.0,0.0,0.0,"New York, New York"
583,New York,Niagara,717.0,617.0,98.0,2.0,0.0,0.0,0.0,"New York, Niagara"
584,New York,Oneida,720.0,640.0,80.0,0.0,0.0,0.0,0.0,"New York, Oneida"
585,New York,Onondaga,730.0,670.0,59.0,1.0,0.0,0.0,0.0,"New York, Onondaga"
586,New York,Orange,730.0,618.0,109.0,3.0,0.0,0.0,0.0,"New York, Orange"
587,New York,Oswego,660.0,643.0,16.0,1.0,0.0,0.0,0.0,"New York, Oswego"
588,New York,Putnam,690.0,654.0,32.0,4.0,0.0,0.0,0.0,"New York, Putnam"
589,New York,Queens,730.0,527.0,197.0,6.0,0.0,0.0,0.0,"New York, Queens"
590,New York,Richmond,730.0,568.0,151.0,11.0,0.0,0.0,0.0,"New York, Richmond"
591,New York,Rockland,572.0,513.0,58.0,1.0,0.0,0.0,0.0,"New York, Rockland"
592,New York,Saratoga,694.0,664.0,28.0,2.0,0.0,0.0,0.0,"New York, Saratoga"
593,New York,Steuben,730.0,661.0,68.0,1.0,0.0,0.0,0.0,"New York, Steuben"
594,New York,Suffolk,730.0,596.0,118.0,15.0,1.0,0.0,0.0,"New York, Suffolk"
595,New York,Tompkins,703.0,677.0,26.0,0.0,0.0,0.0,0.0,"New York, Tompkins"
596,New York,Wayne,485.0,451.0,34.0,0.0,0.0,0.0,0.0,"New York, Wayne"
597,New York,Westchester,730.0,610.0,109.0,11.0,0.0,0.0,0.0,"New York, Westchester"
598,North Carolina,Alexander,507.0,449.0,58.0,0.0,0.0,0.0,0.0,"North Carolina, Alexander"
599,North Carolina,Avery,725.0,652.0,73.0,0.0,0.0,0.0,0.0,"North Carolina, Avery"
600,North Carolina,Buncombe,728.0,600.0,128.0,0.0,0.0,0.0,0.0,"North Carolina, Buncombe"
601,North Carolina,Caldwell,456.0,404.0,52.0,0.0,0.0,0.0,0.0,"North Carolina, Caldwell"
602,North Carolina,Carteret,568.0,530.0,38.0,0.0,0.0,0.0,0.0,"North Carolina, Carteret"
603,North Carolina,Caswell,607.0,480.0,126.0,1.0,0.0,0.0,0.0,"North Carolina, Caswell"
604,North Carolina,Catawba,723.0,535.0,188.0,0.0,0.0,0.0,0.0,"North Carolina, Catawba"
605,North Carolina,Cumberland,725.0,517.0,205.0,3.0,0.0,0.0,0.0,"North Carolina, Cumberland"
606,North Carolina,Davidson,710.0,514.0,196.0,0.0,0.0,0.0,0.0,"North Carolina, Davidson"
607,North Carolina,Durham,712.0,548.0,164.0,0.0,0.0,0.0,0.0,"North Carolina, Durham"
608,North Carolina,Edgecombe,632.0,541.0,90.0,1.0,0.0,0.0,0.0,"North Carolina, Edgecombe"
609,North Carolina,Forsyth,730.0,436.0,291.0,2.0,1.0,0.0,0.0,"North Carolina, Forsyth"
610,North Carolina,Graham,429.0,333.0,95.0,1.0,0.0,0.0,0.0,"North Carolina, Graham"
611,North Carolina,Granville,454.0,365.0,86.0,3.0,0.0,0.0,0.0,"North Carolina, Granville"
612,North Carolina,Guilford,729.0,534.0,191.0,4.0,0.0,0.0,0.0,"North Carolina, Guilford"
613,North Carolina,Haywood,540.0,406.0,134.0,0.0,0.0,0.0,0.0,"North Carolina, Haywood"
614,North Carolina,Hyde,218.0,207.0,11.0,0.0,0.0,0.0,0.0,"North Carolina, Hyde"
615,North Carolina,Jackson,360.0,312.0,48.0,0.0,0.0,0.0,0.0,"North Carolina, Jackson"
616,North Carolina,Johnston,623.0,499.0,124.0,0.0,0.0,0.0,0.0,"North Carolina, Johnston"
617,North Carolina,Lenoir,518.0,442.0,76.0,0.0,0.0,0.0,0.0,"North Carolina, Lenoir"
618,North Carolina,Lincoln,457.0,350.0,107.0,0.0,0.0,0.0,0.0,"North Carolina, Lincoln"
619,North Carolina,Macon,692.0,658.0,34.0,0.0,0.0,0.0,0.0,"North Carolina, Macon"
620,North Carolina,Martin,637.0,536.0,101.0,0.0,0.0,0.0,0.0,"North Carolina, Martin"
621,North Carolina,Mecklenburg,730.0,425.0,287.0,18.0,0.0,0.0,0.0,"North Carolina, Mecklenburg"
622,North Carolina,Mitchell,445.0,411.0,34.0,0.0,0.0,0.0,0.0,"North Carolina, Mitchell"
623,North Carolina,Montgomery,705.0,601.0,103.0,1.0,0.0,0.0,0.0,"North Carolina, Montgomery"
624,North Carolina,New Hanover,704.0,629.0,75.0,0.0,0.0,0.0,0.0,"North Carolina, New Hanover"
625,North Carolina,Northampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"North Carolina, Northampton"
626,North Carolina,Person,458.0,378.0,79.0,1.0,0.0,0.0,0.0,"North Carolina, Person"
627,North Carolina,Pitt,621.0,538.0,83.0,0.0,0.0,0.0,0.0,"North Carolina, Pitt"
628,North Carolina,Rockingham,459.0,379.0,79.0,1.0,0.0,0.0,0.0,"North Carolina, Rockingham"
629,North Carolina,Rowan,730.0,500.0,222.0,8.0,0.0,0.0,0.0,"North Carolina, Rowan"
630,North Carolina,Swain,727.0,611.0,116.0,0.0,0.0,0.0,0.0,"North Carolina, Swain"
631,North Carolina,Union,445.0,343.0,97.0,5.0,0.0,0.0,0.0,"North Carolina, Union"
632,North Carolina,Wake,730.0,464.0,263.0,3.0,0.0,0.0,0.0,"North Carolina, Wake"
633,North Carolina,Yancey,435.0,341.0,94.0,0.0,0.0,0.0,0.0,"North Carolina, Yancey"
634,North Dakota,Billings,725.0,707.0,18.0,0.0,0.0,0.0,0.0,"North Dakota, Billings"
635,North Dakota,Burke,719.0,691.0,28.0,0.0,0.0,0.0,0.0,"North Dakota, Burke"
636,North Dakota,Burleigh,730.0,666.0,64.0,0.0,0.0,0.0,0.0,"North Dakota, Burleigh"
637,North Dakota,Cass,728.0,666.0,58.0,3.0,1.0,0.0,0.0,"North Dakota, Cass"
638,North Dakota,Dunn,717.0,697.0,20.0,0.0,0.0,0.0,0.0,"North Dakota, Dunn"
639,North Dakota,McKenzie,726.0,705.0,21.0,0.0,0.0,0.0,0.0,"North Dakota, McKenzie"
640,North Dakota,Mercer,730.0,698.0,32.0,0.0,0.0,0.0,0.0,"North Dakota, Mercer"
641,North Dakota,Oliver,730.0,693.0,37.0,0.0,0.0,0.0,0.0,"North Dakota, Oliver"
642,North Dakota,Ward,393.0,376.0,17.0,0.0,0.0,0.0,0.0,"North Dakota, Ward"
643,North Dakota,Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"North Dakota, Williams"
644,Ohio,Adams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Ohio, Adams"
645,Ohio,Allen,564.0,460.0,100.0,4.0,0.0,0.0,0.0,"Ohio, Allen"
646,Ohio,Ashtabula,459.0,396.0,57.0,6.0,0.0,0.0,0.0,"Ohio, Ashtabula"
647,Ohio,Athens,485.0,425.0,59.0,1.0,0.0,0.0,0.0,"Ohio, Athens"
648,Ohio,Belmont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Ohio, Belmont"
649,Ohio,Butler,727.0,507.0,206.0,14.0,0.0,0.0,0.0,"Ohio, Butler"
650,Ohio,Clark,626.0,391.0,225.0,10.0,0.0,0.0,0.0,"Ohio, Clark"
651,Ohio,Clermont,622.0,467.0,149.0,6.0,0.0,0.0,0.0,"Ohio, Clermont"
652,Ohio,Clinton,454.0,358.0,93.0,3.0,0.0,0.0,0.0,"Ohio, Clinton"
653,Ohio,Columbiana,123.0,122.0,1.0,0.0,0.0,0.0,0.0,"Ohio, Columbiana"
654,Ohio,Cuyahoga,730.0,447.0,272.0,11.0,0.0,0.0,0.0,"Ohio, Cuyahoga"
655,Ohio,Delaware,455.0,384.0,69.0,2.0,0.0,0.0,0.0,"Ohio, Delaware"
656,Ohio,Fayette,711.0,642.0,69.0,0.0,0.0,0.0,0.0,"Ohio, Fayette"
657,Ohio,Franklin,725.0,505.0,214.0,6.0,0.0,0.0,0.0,"Ohio, Franklin"
658,Ohio,Geauga,441.0,364.0,72.0,5.0,0.0,0.0,0.0,"Ohio, Geauga"
659,Ohio,Greene,507.0,391.0,111.0,5.0,0.0,0.0,0.0,"Ohio, Greene"
660,Ohio,Hamilton,730.0,314.0,402.0,14.0,0.0,0.0,0.0,"Ohio, Hamilton"
661,Ohio,Harrison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Ohio, Harrison"
662,Ohio,Jefferson,627.0,412.0,211.0,3.0,1.0,0.0,0.0,"Ohio, Jefferson"
663,Ohio,Knox,457.0,402.0,55.0,0.0,0.0,0.0,0.0,"Ohio, Knox"
664,Ohio,Lake,730.0,600.0,116.0,12.0,2.0,0.0,0.0,"Ohio, Lake"
665,Ohio,Lawrence,629.0,500.0,127.0,2.0,0.0,0.0,0.0,"Ohio, Lawrence"
666,Ohio,Licking,459.0,392.0,64.0,3.0,0.0,0.0,0.0,"Ohio, Licking"
667,Ohio,Lorain,625.0,515.0,109.0,1.0,0.0,0.0,0.0,"Ohio, Lorain"
668,Ohio,Lucas,716.0,523.0,185.0,7.0,1.0,0.0,0.0,"Ohio, Lucas"
669,Ohio,Madison,459.0,378.0,80.0,1.0,0.0,0.0,0.0,"Ohio, Madison"
670,Ohio,Mahoning,655.0,504.0,151.0,0.0,0.0,0.0,0.0,"Ohio, Mahoning"
671,Ohio,Medina,657.0,515.0,140.0,2.0,0.0,0.0,0.0,"Ohio, Medina"
672,Ohio,Miami,455.0,398.0,53.0,4.0,0.0,0.0,0.0,"Ohio, Miami"
673,Ohio,Montgomery,730.0,469.0,254.0,7.0,0.0,0.0,0.0,"Ohio, Montgomery"
674,Ohio,Noble,714.0,624.0,88.0,2.0,0.0,0.0,0.0,"Ohio, Noble"
675,Ohio,Portage,529.0,452.0,77.0,0.0,0.0,0.0,0.0,"Ohio, Portage"
676,Ohio,Preble,625.0,450.0,173.0,2.0,0.0,0.0,0.0,"Ohio, Preble"
677,Ohio,Scioto,730.0,679.0,51.0,0.0,0.0,0.0,0.0,"Ohio, Scioto"
678,Ohio,Stark,730.0,422.0,306.0,2.0,0.0,0.0,0.0,"Ohio, Stark"
679,Ohio,Summit,728.0,473.0,248.0,7.0,0.0,0.0,0.0,"Ohio, Summit"
680,Ohio,Trumbull,601.0,492.0,105.0,4.0,0.0,0.0,0.0,"Ohio, Trumbull"
681,Ohio,Warren,624.0,451.0,162.0,11.0,0.0,0.0,0.0,"Ohio, Warren"
682,Ohio,Washington,459.0,391.0,68.0,0.0,0.0,0.0,0.0,"Ohio, Washington"
683,Ohio,Wood,458.0,404.0,53.0,1.0,0.0,0.0,0.0,"Ohio, Wood"
684,Oklahoma,Adair,723.0,583.0,140.0,0.0,0.0,0.0,0.0,"Oklahoma, Adair"
685,Oklahoma,Canadian,718.0,601.0,112.0,5.0,0.0,0.0,0.0,"Oklahoma, Canadian"
686,Oklahoma,Carter,696.0,536.0,158.0,0.0,2.0,0.0,0.0,"Oklahoma, Carter"
687,Oklahoma,Choctaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Oklahoma, Choctaw"
688,Oklahoma,Cleveland,730.0,451.0,278.0,1.0,0.0,0.0,0.0,"Oklahoma, Cleveland"
689,Oklahoma,Comanche,725.0,471.0,251.0,3.0,0.0,0.0,0.0,"Oklahoma, Comanche"
690,Oklahoma,Creek,721.0,640.0,76.0,5.0,0.0,0.0,0.0,"Oklahoma, Creek"
691,Oklahoma,Custer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Oklahoma, Custer"
692,Oklahoma,Dewey,728.0,539.0,188.0,1.0,0.0,0.0,0.0,"Oklahoma, Dewey"
693,Oklahoma,Grant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Oklahoma, Grant"
694,Oklahoma,Johnston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Oklahoma, Johnston"
695,Oklahoma,Kay,728.0,470.0,253.0,4.0,1.0,0.0,0.0,"Oklahoma, Kay"
696,Oklahoma,Le Flore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Oklahoma, Le Flore"
697,Oklahoma,Mayes,639.0,544.0,92.0,3.0,0.0,0.0,0.0,"Oklahoma, Mayes"
698,Oklahoma,Muskogee,499.0,422.0,75.0,1.0,1.0,0.0,0.0,"Oklahoma, Muskogee"
699,Oklahoma,Nowata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Oklahoma, Nowata"
700,Oklahoma,Oklahoma,730.0,427.0,288.0,15.0,0.0,0.0,0.0,"Oklahoma, Oklahoma"
701,Oklahoma,Osage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Oklahoma, Osage"
702,Oklahoma,Ottawa,706.0,523.0,180.0,3.0,0.0,0.0,0.0,"Oklahoma, Ottawa"
703,Oklahoma,Pittsburg,730.0,484.0,243.0,3.0,0.0,0.0,0.0,"Oklahoma, Pittsburg"
704,Oklahoma,Sequoyah,705.0,620.0,85.0,0.0,0.0,0.0,0.0,"Oklahoma, Sequoyah"
705,Oklahoma,Tulsa,730.0,421.0,292.0,16.0,1.0,0.0,0.0,"Oklahoma, Tulsa"
706,Oregon,Baker,721.0,626.0,95.0,0.0,0.0,0.0,0.0,"Oregon, Baker"
707,Oregon,Benton,730.0,653.0,77.0,0.0,0.0,0.0,0.0,"Oregon, Benton"
708,Oregon,Clackamas,450.0,416.0,30.0,4.0,0.0,0.0,0.0,"Oregon, Clackamas"
709,Oregon,Columbia,718.0,688.0,29.0,1.0,0.0,0.0,0.0,"Oregon, Columbia"
710,Oregon,Coos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Oregon, Coos"
711,Oregon,Crook,730.0,575.0,149.0,6.0,0.0,0.0,0.0,"Oregon, Crook"
712,Oregon,Deschutes,728.0,668.0,54.0,5.0,1.0,0.0,0.0,"Oregon, Deschutes"
713,Oregon,Douglas,707.0,604.0,101.0,2.0,0.0,0.0,0.0,"Oregon, Douglas"
714,Oregon,Grant,685.0,502.0,180.0,3.0,0.0,0.0,0.0,"Oregon, Grant"
715,Oregon,Harney,724.0,525.0,194.0,5.0,0.0,0.0,0.0,"Oregon, Harney"
716,Oregon,Jackson,730.0,537.0,177.0,10.0,6.0,0.0,0.0,"Oregon, Jackson"
717,Oregon,Jefferson,730.0,582.0,145.0,2.0,1.0,0.0,0.0,"Oregon, Jefferson"
718,Oregon,Josephine,730.0,552.0,169.0,7.0,2.0,0.0,0.0,"Oregon, Josephine"
719,Oregon,Klamath,729.0,476.0,237.0,12.0,4.0,0.0,0.0,"Oregon, Klamath"
720,Oregon,Lake,726.0,589.0,115.0,16.0,6.0,0.0,0.0,"Oregon, Lake"
721,Oregon,Lane,730.0,477.0,219.0,31.0,3.0,0.0,0.0,"Oregon, Lane"
722,Oregon,Linn,730.0,536.0,186.0,7.0,1.0,0.0,0.0,"Oregon, Linn"
723,Oregon,Marion,717.0,587.0,129.0,1.0,0.0,0.0,0.0,"Oregon, Marion"
724,Oregon,Multnomah,730.0,602.0,125.0,3.0,0.0,0.0,0.0,"Oregon, Multnomah"
725,Oregon,Umatilla,730.0,559.0,169.0,2.0,0.0,0.0,0.0,"Oregon, Umatilla"
726,Oregon,Union,730.0,635.0,95.0,0.0,0.0,0.0,0.0,"Oregon, Union"
727,Oregon,Wallowa,726.0,656.0,69.0,1.0,0.0,0.0,0.0,"Oregon, Wallowa"
728,Oregon,Wasco,715.0,616.0,99.0,0.0,0.0,0.0,0.0,"Oregon, Wasco"
729,Oregon,Washington,730.0,572.0,151.0,7.0,0.0,0.0,0.0,"Oregon, Washington"
730,Pennsylvania,Adams,730.0,508.0,220.0,2.0,0.0,0.0,0.0,"Pennsylvania, Adams"
731,Pennsylvania,Allegheny,730.0,237.0,449.0,35.0,9.0,0.0,0.0,"Pennsylvania, Allegheny"
732,Pennsylvania,Armstrong,638.0,503.0,130.0,5.0,0.0,0.0,0.0,"Pennsylvania, Armstrong"
733,Pennsylvania,Beaver,730.0,430.0,299.0,1.0,0.0,0.0,0.0,"Pennsylvania, Beaver"
734,Pennsylvania,Berks,730.0,507.0,210.0,12.0,1.0,0.0,0.0,"Pennsylvania, Berks"
735,Pennsylvania,Blair,717.0,617.0,100.0,0.0,0.0,0.0,0.0,"Pennsylvania, Blair"
736,Pennsylvania,Bradford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Pennsylvania, Bradford"
737,Pennsylvania,Bucks,722.0,542.0,169.0,11.0,0.0,0.0,0.0,"Pennsylvania, Bucks"
738,Pennsylvania,Cambria,730.0,486.0,243.0,1.0,0.0,0.0,0.0,"Pennsylvania, Cambria"
739,Pennsylvania,Centre,730.0,518.0,212.0,0.0,0.0,0.0,0.0,"Pennsylvania, Centre"
740,Pennsylvania,Chester,712.0,419.0,287.0,6.0,0.0,0.0,0.0,"Pennsylvania, Chester"
741,Pennsylvania,Clearfield,565.0,532.0,30.0,3.0,0.0,0.0,0.0,"Pennsylvania, Clearfield"
742,Pennsylvania,Cumberland,730.0,442.0,277.0,11.0,0.0,0.0,0.0,"Pennsylvania, Cumberland"
743,Pennsylvania,Dauphin,729.0,494.0,224.0,10.0,1.0,0.0,0.0,"Pennsylvania, Dauphin"
744,Pennsylvania,Delaware,728.0,427.0,288.0,13.0,0.0,0.0,0.0,"Pennsylvania, Delaware"
745,Pennsylvania,Elk,700.0,662.0,37.0,1.0,0.0,0.0,0.0,"Pennsylvania, Elk"
746,Pennsylvania,Erie,729.0,588.0,137.0,4.0,0.0,0.0,0.0,"Pennsylvania, Erie"
747,Pennsylvania,Fayette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Pennsylvania, Fayette"
748,Pennsylvania,Franklin,549.0,520.0,29.0,0.0,0.0,0.0,0.0,"Pennsylvania, Franklin"
749,Pennsylvania,Greene,563.0,503.0,59.0,1.0,0.0,0.0,0.0,"Pennsylvania, Greene"
750,Pennsylvania,Indiana,561.0,506.0,53.0,2.0,0.0,0.0,0.0,"Pennsylvania, Indiana"
751,Pennsylvania,Lackawanna,730.0,592.0,136.0,2.0,0.0,0.0,0.0,"Pennsylvania, Lackawanna"
752,Pennsylvania,Lancaster,730.0,441.0,275.0,13.0,1.0,0.0,0.0,"Pennsylvania, Lancaster"
753,Pennsylvania,Lawrence,726.0,700.0,25.0,1.0,0.0,0.0,0.0,"Pennsylvania, Lawrence"
754,Pennsylvania,Lebanon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Pennsylvania, Lebanon"
755,Pennsylvania,Lehigh,722.0,629.0,88.0,5.0,0.0,0.0,0.0,"Pennsylvania, Lehigh"
756,Pennsylvania,Luzerne,726.0,703.0,23.0,0.0,0.0,0.0,0.0,"Pennsylvania, Luzerne"
757,Pennsylvania,Lycoming,597.0,559.0,38.0,0.0,0.0,0.0,0.0,"Pennsylvania, Lycoming"
758,Pennsylvania,Mercer,730.0,516.0,208.0,6.0,0.0,0.0,0.0,"Pennsylvania, Mercer"
759,Pennsylvania,Monroe,516.0,499.0,17.0,0.0,0.0,0.0,0.0,"Pennsylvania, Monroe"
760,Pennsylvania,Montgomery,704.0,522.0,178.0,4.0,0.0,0.0,0.0,"Pennsylvania, Montgomery"
761,Pennsylvania,Northampton,728.0,499.0,223.0,6.0,0.0,0.0,0.0,"Pennsylvania, Northampton"
762,Pennsylvania,Philadelphia,730.0,427.0,289.0,14.0,0.0,0.0,0.0,"Pennsylvania, Philadelphia"
763,Pennsylvania,Somerset,708.0,657.0,50.0,1.0,0.0,0.0,0.0,"Pennsylvania, Somerset"
764,Pennsylvania,Susquehanna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Pennsylvania, Susquehanna"
765,Pennsylvania,Tioga,560.0,524.0,36.0,0.0,0.0,0.0,0.0,"Pennsylvania, Tioga"
766,Pennsylvania,Washington,730.0,416.0,312.0,2.0,0.0,0.0,0.0,"Pennsylvania, Washington"
767,Pennsylvania,Westmoreland,698.0,489.0,206.0,3.0,0.0,0.0,0.0,"Pennsylvania, Westmoreland"
768,Pennsylvania,Wyoming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Pennsylvania, Wyoming"
769,Pennsylvania,York,730.0,503.0,222.0,5.0,0.0,0.0,0.0,"Pennsylvania, York"
770,Puerto Rico,Adjuntas,161.0,152.0,9.0,0.0,0.0,0.0,0.0,"Puerto Rico, Adjuntas"
771,Puerto Rico,Bayamon,525.0,511.0,14.0,0.0,0.0,0.0,0.0,"Puerto Rico, Bayamon"
772,Puerto Rico,Caguas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Puerto Rico, Caguas"
773,Puerto Rico,Catano,711.0,569.0,131.0,10.0,1.0,0.0,0.0,"Puerto Rico, Catano"
774,Puerto Rico,Fajardo,302.0,281.0,21.0,0.0,0.0,0.0,0.0,"Puerto Rico, Fajardo"
775,Puerto Rico,Guayama,105.0,102.0,3.0,0.0,0.0,0.0,0.0,"Puerto Rico, Guayama"
776,Puerto Rico,Guaynabo,546.0,496.0,46.0,4.0,0.0,0.0,0.0,"Puerto Rico, Guaynabo"
777,Puerto Rico,Mayagnez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Puerto Rico, Mayagnez"
778,Puerto Rico,Ponce,458.0,347.0,105.0,6.0,0.0,0.0,0.0,"Puerto Rico, Ponce"
779,Puerto Rico,San Juan,642.0,637.0,5.0,0.0,0.0,0.0,0.0,"Puerto Rico, San Juan"
780,Rhode Island,Kent,672.0,606.0,63.0,3.0,0.0,0.0,0.0,"Rhode Island, Kent"
781,Rhode Island,Providence,730.0,571.0,157.0,2.0,0.0,0.0,0.0,"Rhode Island, Providence"
782,Rhode Island,Washington,535.0,474.0,56.0,5.0,0.0,0.0,0.0,"Rhode Island, Washington"
783,South Carolina,Aiken,552.0,475.0,75.0,2.0,0.0,0.0,0.0,"South Carolina, Aiken"
784,South Carolina,Anderson,588.0,514.0,73.0,1.0,0.0,0.0,0.0,"South Carolina, Anderson"
785,South Carolina,Berkeley,490.0,457.0,33.0,0.0,0.0,0.0,0.0,"South Carolina, Berkeley"
