State_County,StateDesc,LocationName,Levels_Smokers,Levels_COPD,Low CL COPD,High CL COPD
"Oklahoma, Choctaw",Oklahoma,Choctaw,24.8,12.8,11.6,14.2
"Oregon, Baker",Oregon,Baker,16.2,8.3,7.1,9.8
"Oregon, Crook",Oregon,Crook,17.7,8.4,7.1,9.7
"South Dakota, Brown",South Dakota,Brown,16.0,5.6,4.7,6.5
"Ohio, Seneca",Ohio,Seneca,21.9,9.6,8.4,10.8
"Pennsylvania, Clearfield",Pennsylvania,Clearfield,22.7,9.5,8.2,10.8
"Oklahoma, McIntosh",Oklahoma,McIntosh,22.8,12.9,11.5,14.3
"Oklahoma, Adair",Oklahoma,Adair,29.2,13.3,12.2,14.6
"South Carolina, Barnwell",South Carolina,Barnwell,23.1,10.8,9.7,11.9
"Pennsylvania, Blair",Pennsylvania,Blair,21.9,8.9,7.6,10.2
"Pennsylvania, Juniata",Pennsylvania,Juniata,22.8,9.6,8.2,11.0
"Pennsylvania, Montour",Pennsylvania,Montour,19.3,8.0,6.7,9.5
"Oregon, Washington",Oregon,Washington,12.4,4.4,3.7,5.1
"Oklahoma, Bryan",Oklahoma,Bryan,21.4,9.8,8.7,11.1
"South Dakota, Beadle",South Dakota,Beadle,18.2,6.8,5.7,7.9
"Oklahoma, Craig",Oklahoma,Craig,22.9,11.4,10.3,12.8
"Ohio, Morrow",Ohio,Morrow,24.0,10.7,9.3,12.2
"Oklahoma, McCurtain",Oklahoma,McCurtain,23.8,11.7,10.5,13.0
"Oklahoma, Greer",Oklahoma,Greer,21.8,9.5,8.4,10.6
"Ohio, Meigs",Ohio,Meigs,26.9,13.1,11.3,15.1
"South Carolina, Calhoun",South Carolina,Calhoun,18.6,9.1,8.0,10.2
"South Carolina, Lancaster",South Carolina,Lancaster,17.5,8.0,6.9,9.2
"Pennsylvania, Venango",Pennsylvania,Venango,21.5,9.7,8.2,11.3
"Pennsylvania, Wyoming",Pennsylvania,Wyoming,20.2,8.5,7.2,9.8
"Pennsylvania, Clarion",Pennsylvania,Clarion,21.3,9.0,7.7,10.5
"Pennsylvania, Sullivan",Pennsylvania,Sullivan,21.1,10.2,8.6,12.0
"Ohio, Huron",Ohio,Huron,23.3,10.5,9.1,11.8
"Oklahoma, Woodward",Oklahoma,Woodward,19.2,7.8,6.7,8.8
"Pennsylvania, Cumberland",Pennsylvania,Cumberland,16.7,6.5,5.4,7.7
"South Dakota, Bon Homme",South Dakota,Bon Homme,19.1,6.9,5.8,7.8
"Oklahoma, Osage",Oklahoma,Osage,21.6,10.2,9.1,11.3
"Oregon, Deschutes",Oregon,Deschutes,14.9,6.1,5.1,7.2
"Ohio, Noble",Ohio,Noble,23.9,13.3,11.4,15.4
"Ohio, Mahoning",Ohio,Mahoning,22.1,10.1,8.8,11.5
"Oklahoma, Ottawa",Oklahoma,Ottawa,23.1,11.1,9.9,12.4
"Oklahoma, Johnston",Oklahoma,Johnston,22.7,11.0,9.8,12.4
"Pennsylvania, Armstrong",Pennsylvania,Armstrong,22.3,9.6,8.2,11.1
"South Carolina, Jasper",South Carolina,Jasper,20.9,9.3,8.2,10.4
"South Carolina, Newberry",South Carolina,Newberry,20.2,9.1,8.1,10.3
"South Carolina, Kershaw",South Carolina,Kershaw,19.6,8.4,7.3,9.4
"Pennsylvania, Union",Pennsylvania,Union,19.1,7.1,6.1,8.2
"Oklahoma, Le Flore",Oklahoma,Le Flore,23.6,11.3,10.1,12.8
"Ohio, Preble",Ohio,Preble,22.3,10.0,8.6,11.5
"Pennsylvania, Schuylkill",Pennsylvania,Schuylkill,22.7,8.9,7.6,10.2
"Oklahoma, Mayes",Oklahoma,Mayes,23.7,11.0,9.8,12.3
"South Carolina, Williamsburg",South Carolina,Williamsburg,23.2,10.4,9.3,11.5
"Rhode Island, Kent",Rhode Island,Kent,16.1,8.0,6.7,9.5
"Oklahoma, Cotton",Oklahoma,Cotton,21.6,10.8,9.5,12.2
"Oklahoma, Cleveland",Oklahoma,Cleveland,16.0,6.4,5.6,7.3
"South Carolina, Sumter",South Carolina,Sumter,19.5,8.3,7.3,9.2
"Pennsylvania, Westmoreland",Pennsylvania,Westmoreland,19.0,8.0,6.7,9.4
"Pennsylvania, Lancaster",Pennsylvania,Lancaster,19.2,7.2,6.1,8.4
"Pennsylvania, Potter",Pennsylvania,Potter,22.5,10.5,9.0,12.0
"Oregon, Coos",Oregon,Coos,18.8,9.1,7.8,10.6
"Pennsylvania, Bedford",Pennsylvania,Bedford,22.1,9.9,8.5,11.3
"Oklahoma, Sequoyah",Oklahoma,Sequoyah,25.6,12.2,11.0,13.5
"Pennsylvania, Erie",Pennsylvania,Erie,20.4,8.1,6.8,9.6
"Oklahoma, Beckham",Oklahoma,Beckham,20.2,8.4,7.3,9.5
"Pennsylvania, Berks",Pennsylvania,Berks,18.7,7.0,6.0,8.0
"Pennsylvania, Allegheny",Pennsylvania,Allegheny,17.4,6.5,5.5,7.7
"Pennsylvania, York",Pennsylvania,York,18.8,7.4,6.2,8.5
"Oregon, Gilliam",Oregon,Gilliam,17.1,9.0,7.5,10.5
"South Carolina, Berkeley",South Carolina,Berkeley,19.0,6.8,6.0,7.8
"Oklahoma, Grant",Oklahoma,Grant,17.2,8.6,7.3,10.0
"Oklahoma, Okmulgee",Oklahoma,Okmulgee,22.5,10.9,9.8,12.1
"Ohio, Ross",Ohio,Ross,26.4,11.2,9.8,12.9
"Oregon, Curry",Oregon,Curry,16.1,9.0,7.6,10.4
"Ohio, Madison",Ohio,Madison,22.9,9.3,8.1,10.7
"South Carolina, Colleton",South Carolina,Colleton,23.6,10.3,9.3,11.4
"Pennsylvania, Huntingdon",Pennsylvania,Huntingdon,21.7,8.7,7.5,9.9
"Pennsylvania, Luzerne",Pennsylvania,Luzerne,20.9,7.9,6.7,9.0
"Oklahoma, Texas",Oklahoma,Texas,17.6,6.9,6.0,7.8
"South Dakota, Brookings",South Dakota,Brookings,12.7,4.1,3.5,4.7
"South Dakota, Bennett",South Dakota,Bennett,29.0,10.0,9.0,11.1
"Pennsylvania, Northumberland",Pennsylvania,Northumberland,22.6,9.3,7.9,10.7
"South Carolina, Darlington",South Carolina,Darlington,21.8,9.6,8.5,10.8
"Oklahoma, Beaver",Oklahoma,Beaver,17.6,8.5,7.3,9.7
"South Carolina, Beaufort",South Carolina,Beaufort,14.1,7.0,5.9,8.3
"Ohio, Van Wert",Ohio,Van Wert,22.2,10.1,8.9,11.6
"Ohio, Warren",Ohio,Warren,16.8,7.0,5.8,8.3
"Oklahoma, Pottawatomie",Oklahoma,Pottawatomie,21.4,9.8,8.7,11.1
"Oregon, Union",Oregon,Union,16.3,7.6,6.6,8.8
"Ohio, Lorain",Ohio,Lorain,20.7,9.2,8.0,10.6
"Oklahoma, Stephens",Oklahoma,Stephens,20.8,9.9,8.7,11.1
"Oklahoma, Cimarron",Oklahoma,Cimarron,16.9,9.5,8.0,11.0
"Oklahoma, Kay",Oklahoma,Kay,20.6,9.7,8.5,11.0
"South Carolina, Dillon",South Carolina,Dillon,25.3,11.6,10.5,12.7
"Oklahoma, Hughes",Oklahoma,Hughes,24.3,11.3,10.2,12.5
"Ohio, Mercer",Ohio,Mercer,20.6,9.4,8.0,10.8
"Ohio, Lucas",Ohio,Lucas,22.9,9.7,8.5,10.9
"Oklahoma, Haskell",Oklahoma,Haskell,23.0,11.4,10.2,12.8
"Oklahoma, Dewey",Oklahoma,Dewey,19.3,9.4,8.1,10.7
"South Carolina, Clarendon",South Carolina,Clarendon,20.9,10.7,9.6,12.0
"Pennsylvania, Bucks",Pennsylvania,Bucks,16.1,6.1,5.1,7.3
"Oklahoma, Kingfisher",Oklahoma,Kingfisher,19.0,8.3,7.2,9.6
"Oklahoma, Carter",Oklahoma,Carter,20.2,9.1,8.1,10.4
"Pennsylvania, Cameron",Pennsylvania,Cameron,22.1,11.0,9.6,12.4
"Ohio, Tuscarawas",Ohio,Tuscarawas,22.4,10.9,9.3,12.5
"South Carolina, Aiken",South Carolina,Aiken,17.5,8.2,7.1,9.5
"Pennsylvania, Lehigh",Pennsylvania,Lehigh,17.3,6.3,5.4,7.3
"South Carolina, Marion",South Carolina,Marion,23.6,10.7,9.5,11.9
"Oregon, Lincoln",Oregon,Lincoln,17.0,8.6,7.2,10.1
"Oregon, Grant",Oregon,Grant,17.9,9.9,8.4,11.4
"South Dakota, Campbell",South Dakota,Campbell,14.4,6.8,5.5,8.2
"Ohio, Licking",Ohio,Licking,21.1,8.9,7.5,10.4
"Pennsylvania, Somerset",Pennsylvania,Somerset,21.9,9.5,8.1,11.0
"Pennsylvania, Chester",Pennsylvania,Chester,13.3,5.3,4.3,6.4
"Pennsylvania, McKean",Pennsylvania,McKean,22.5,9.1,7.8,10.4
"Oklahoma, Jackson",Oklahoma,Jackson,17.0,7.3,6.4,8.1
"South Carolina, Florence",South Carolina,Florence,19.8,8.5,7.5,9.5
"South Carolina, Fairfield",South Carolina,Fairfield,21.0,10.2,9.1,11.3
"Oklahoma, Roger Mills",Oklahoma,Roger Mills,19.7,10.2,8.8,11.7
"Ohio, Morgan",Ohio,Morgan,27.0,13.4,11.8,15.2
"Oklahoma, Love",Oklahoma,Love,20.8,9.8,8.7,11.1
"Oregon, Lake",Oregon,Lake,18.9,9.6,8.3,10.9
"Pennsylvania, Lebanon",Pennsylvania,Lebanon,20.5,7.8,6.6,9.1
"Ohio, Putnam",Ohio,Putnam,18.5,8.5,7.3,9.7
"Oregon, Douglas",Oregon,Douglas,18.2,8.9,7.7,10.3
"Pennsylvania, Bradford",Pennsylvania,Bradford,21.6,9.4,8.0,10.8
"Oklahoma, Atoka",Oklahoma,Atoka,23.7,11.7,10.4,13.0
"South Dakota, Buffalo",South Dakota,Buffalo,36.1,10.8,9.6,12.0
"Pennsylvania, Beaver",Pennsylvania,Beaver,20.3,8.4,7.2,9.7
"Ohio, Jackson",Ohio,Jackson,25.6,12.3,10.6,14.0
"Pennsylvania, Forest",Pennsylvania,Forest,24.9,9.6,8.4,10.7
"Ohio, Montgomery",Ohio,Montgomery,20.8,9.6,8.4,10.8
"Pennsylvania, Fulton",Pennsylvania,Fulton,22.5,9.4,8.1,10.8
"South Carolina, Union",South Carolina,Union,22.8,10.8,9.6,12.2
"Ohio, Union",Ohio,Union,19.4,7.3,6.1,8.5
"Oklahoma, Washita",Oklahoma,Washita,18.4,8.9,7.6,10.1
"Ohio, Marion",Ohio,Marion,26.9,11.1,9.7,12.6
"Oklahoma, Logan",Oklahoma,Logan,17.7,8.0,6.9,9.2
"Pennsylvania, Mercer",Pennsylvania,Mercer,20.2,8.9,7.6,10.4
"Oklahoma, Woods",Oklahoma,Woods,16.6,7.3,6.2,8.5
"Oregon, Harney",Oregon,Harney,17.4,8.3,7.1,9.4
"South Dakota, Butte",South Dakota,Butte,19.8,7.6,6.4,8.8
"Oregon, Umatilla",Oregon,Umatilla,17.7,6.9,6.0,7.8
"Oklahoma, McClain",Oklahoma,McClain,18.4,7.7,6.7,8.7
"Oklahoma, Rogers",Oklahoma,Rogers,18.8,8.2,7.2,9.3
"Oregon, Wasco",Oregon,Wasco,16.8,7.1,6.1,8.2
"Pennsylvania, Pike",Pennsylvania,Pike,17.2,7.5,6.5,8.6
"Ohio, Muskingum",Ohio,Muskingum,24.9,11.0,9.5,12.6
"Pennsylvania, Centre",Pennsylvania,Centre,17.1,6.0,5.0,6.8
"Texas, Jones",Texas,Jones,20.2,7.3,6.5,8.1
"Texas, Kent",Texas,Kent,15.0,7.9,6.6,9.1
"Tennessee, Chester",Tennessee,Chester,22.2,10.2,9.0,11.5
"Texas, Hansford",Texas,Hansford,19.3,8.1,7.1,9.1
"Texas, Concho",Texas,Concho,18.5,9.1,8.0,10.3
"Texas, El Paso",Texas,El Paso,13.4,4.9,4.2,5.7
"Tennessee, Jefferson",Tennessee,Jefferson,22.1,11.1,9.7,12.7
"Texas, Lampasas",Texas,Lampasas,17.2,7.6,6.7,8.6
"Texas, Angelina",Texas,Angelina,19.3,8.5,7.6,9.6
"Texas, Dallas",Texas,Dallas,15.5,5.5,4.8,6.1
"Texas, Archer",Texas,Archer,17.9,8.2,7.1,9.5
"South Dakota, Dewey",South Dakota,Dewey,32.0,9.5,8.5,10.6
"South Dakota, Fall River",South Dakota,Fall River,17.3,8.2,7.0,9.5
"South Dakota, Potter",South Dakota,Potter,15.3,6.8,5.8,8.2
"Tennessee, Knox",Tennessee,Knox,17.9,7.9,6.8,9.3
"Tennessee, Campbell",Tennessee,Campbell,27.2,13.8,11.9,15.7
"Tennessee, Shelby",Tennessee,Shelby,19.6,8.3,7.3,9.3
"Texas, Brown",Texas,Brown,17.4,7.8,6.8,8.9
"Texas, Eastland",Texas,Eastland,19.3,9.5,8.2,10.8
"Tennessee, Warren",Tennessee,Warren,25.5,11.9,10.4,13.4
"South Dakota, Hyde",South Dakota,Hyde,15.5,6.4,5.4,7.6
"Tennessee, Jackson",Tennessee,Jackson,26.5,13.8,12.0,15.8
"Tennessee, Moore",Tennessee,Moore,21.3,10.7,9.1,12.2
"Texas, Hartley",Texas,Hartley,17.0,5.8,5.1,6.6
"Tennessee, Anderson",Tennessee,Anderson,22.0,10.5,8.9,12.1
"Tennessee, Loudon",Tennessee,Loudon,19.3,10.3,8.6,12.1
"Texas, Gonzales",Texas,Gonzales,17.9,7.3,6.5,8.1
"Texas, Foard",Texas,Foard,17.7,9.7,8.3,11.2
"Tennessee, Carter",Tennessee,Carter,25.6,13.1,11.4,15.1
"Tennessee, Van Buren",Tennessee,Van Buren,27.0,14.4,12.6,16.3
"Texas, Haskell",Texas,Haskell,21.9,10.3,9.1,11.6
"Texas, Dawson",Texas,Dawson,20.0,7.6,6.8,8.4
"Texas, Hopkins",Texas,Hopkins,19.0,8.3,7.2,9.5
"Tennessee, Perry",Tennessee,Perry,26.9,14.1,12.2,16.0
"Texas, Kinney",Texas,Kinney,17.4,8.0,7.1,9.0
"Texas, Burnet",Texas,Burnet,15.8,7.6,6.5,8.8
"South Dakota, Lawrence",South Dakota,Lawrence,15.7,6.1,5.0,7.2
"South Dakota, Charles Mix",South Dakota,Charles Mix,21.9,8.4,7.3,9.5
"Texas, Clay",Texas,Clay,18.1,8.6,7.4,10.0
"South Dakota, Marshall",South Dakota,Marshall,15.9,6.0,5.1,6.9
"Tennessee, Lawrence",Tennessee,Lawrence,25.1,11.9,10.4,13.6
"Tennessee, Johnson",Tennessee,Johnson,27.7,14.3,12.5,16.2
"South Dakota, Jackson",South Dakota,Jackson,29.1,10.7,9.6,11.9
"Texas, Hays",Texas,Hays,12.8,4.7,4.1,5.3
"Tennessee, Cumberland",Tennessee,Cumberland,21.6,13.0,11.0,14.9
"South Dakota, Ziebach",South Dakota,Ziebach,32.8,10.4,9.2,11.7
"Texas, Caldwell",Texas,Caldwell,17.6,6.7,6.0,7.4
"South Dakota, Edmunds",South Dakota,Edmunds,16.1,6.3,5.2,7.4
"South Dakota, Roberts",South Dakota,Roberts,22.7,8.8,7.8,9.9
"South Dakota, Perkins",South Dakota,Perkins,16.4,7.4,6.2,8.6
"Tennessee, Sevier",Tennessee,Sevier,23.7,10.9,9.3,12.7
"Tennessee, Hickman",Tennessee,Hickman,25.6,11.9,10.5,13.5
"Texas, La Salle",Texas,La Salle,15.9,4.9,4.3,5.6
"Tennessee, Haywood",Tennessee,Haywood,25.5,11.7,10.6,12.9
"Texas, Delta",Texas,Delta,18.8,8.9,7.7,10.3
"Texas, Comal",Texas,Comal,14.0,5.8,4.9,6.6
"Texas, Henderson",Texas,Henderson,20.5,9.9,8.5,11.3
"South Dakota, Hutchinson",South Dakota,Hutchinson,16.2,6.8,5.6,8.2
"Tennessee, Coffee",Tennessee,Coffee,22.9,10.4,9.0,11.9
"Tennessee, Henderson",Tennessee,Henderson,26.3,11.9,10.4,13.6
"South Dakota, Hughes",South Dakota,Hughes,16.6,5.8,4.9,6.8
"Texas, Bell",Texas,Bell,16.9,5.5,5.0,6.1
"Tennessee, Wayne",Tennessee,Wayne,25.8,12.1,10.7,13.7
"Tennessee, Bradley",Tennessee,Bradley,21.2,9.9,8.5,11.4
"Texas, Hidalgo",Texas,Hidalgo,15.4,5.9,5.0,6.9
"Texas, Deaf Smith",Texas,Deaf Smith,16.8,5.9,5.2,6.6
"Texas, Burleson",Texas,Burleson,18.3,8.1,7.1,9.2
"Texas, Kenedy",Texas,Kenedy,23.5,10.1,9.2,10.9
"Tennessee, Fentress",Tennessee,Fentress,25.4,13.9,11.9,15.8
"Texas, Knox",Texas,Knox,18.4,8.6,7.5,9.7
"Tennessee, Macon",Tennessee,Macon,25.6,11.8,10.3,13.2
"Texas, Grimes",Texas,Grimes,20.8,8.6,7.6,9.5
"Texas, Briscoe",Texas,Briscoe,18.5,9.5,8.3,10.7
"Texas, Lamb",Texas,Lamb,18.4,7.9,7.0,8.7
"South Dakota, Harding",South Dakota,Harding,16.6,5.9,4.9,7.0
"Texas, Crockett",Texas,Crockett,14.9,6.0,5.3,6.7
"Tennessee, Roane",Tennessee,Roane,22.2,11.1,9.5,12.8
"South Dakota, Todd",South Dakota,Todd,38.4,11.6,10.2,13.1
"Texas, DeWitt",Texas,DeWitt,18.6,8.1,7.1,9.0
"Tennessee, Washington",Tennessee,Washington,19.8,9.4,8.0,10.9
"Texas, Bee",Texas,Bee,18.5,6.0,5.4,6.7
"Tennessee, Lauderdale",Tennessee,Lauderdale,28.3,12.4,11.1,13.7
"South Dakota, Sully",South Dakota,Sully,15.6,6.8,5.7,7.9
"Texas, Borden",Texas,Borden,11.9,6.1,5.1,7.2
"Tennessee, Bledsoe",Tennessee,Bledsoe,26.9,12.6,10.9,14.4
"Texas, Hemphill",Texas,Hemphill,16.1,6.4,5.4,7.3
"South Dakota, Gregory",South Dakota,Gregory,18.6,8.2,6.9,9.5
"Tennessee, Robertson",Tennessee,Robertson,21.5,9.2,7.9,10.4
"Tennessee, Gibson",Tennessee,Gibson,23.4,10.9,9.6,12.3
"Texas, Brewster",Texas,Brewster,13.3,6.2,5.2,7.2
"Tennessee, Tipton",Tennessee,Tipton,22.4,9.4,8.3,10.7
"Texas, Hockley",Texas,Hockley,17.4,6.7,5.9,7.6
"Tennessee, Greene",Tennessee,Greene,22.8,12.2,10.3,14.1
"Tennessee, Hawkins",Tennessee,Hawkins,24.7,12.6,10.9,14.3
"Tennessee, Houston",Tennessee,Houston,25.5,12.8,11.0,14.6
"South Dakota, Clark",South Dakota,Clark,17.6,7.2,6.0,8.4
"Texas, Kimble",Texas,Kimble,17.5,10.0,8.5,11.3
"South Dakota, Moody",South Dakota,Moody,17.9,6.6,5.7,7.6
"Texas, Chambers",Texas,Chambers,17.1,5.9,5.2,6.7
"Texas, Austin",Texas,Austin,16.0,7.2,6.2,8.3
"Texas, Duval",Texas,Duval,16.3,6.6,5.7,7.5
"Tennessee, McMinn",Tennessee,McMinn,25.4,11.8,10.3,13.3
"South Dakota, Yankton",South Dakota,Yankton,16.9,6.1,5.2,7.2
"South Dakota, Jones",South Dakota,Jones,16.0,6.5,5.5,7.6
"Tennessee, Rutherford",Tennessee,Rutherford,19.3,6.6,5.8,7.5
"Texas, Dickens",Texas,Dickens,18.4,8.6,7.6,9.8
"Tennessee, Scott",Tennessee,Scott,28.4,13.1,11.4,14.8
"South Dakota, Deuel",South Dakota,Deuel,17.8,6.3,5.3,7.5
"Tennessee, Lewis",Tennessee,Lewis,24.4,12.8,11.3,14.5
"Texas, Hood",Texas,Hood,16.2,8.1,6.9,9.4
"Texas, Camp",Texas,Camp,17.7,7.8,6.8,8.8
"Texas, Erath",Texas,Erath,16.3,6.4,5.5,7.3
"Tennessee, Sequatchie",Tennessee,Sequatchie,24.0,12.2,10.5,14.1
"Tennessee, Union",Tennessee,Union,27.0,13.2,11.5,14.9
"Texas, King",Texas,King,20.1,9.4,7.9,11.0
"Tennessee, Hardin",Tennessee,Hardin,24.9,13.0,11.2,14.9
"South Dakota, Turner",South Dakota,Turner,16.5,6.5,5.5,7.6
"Texas, Jackson",Texas,Jackson,17.1,7.0,6.2,7.9
"Texas, Fort Bend",Texas,Fort Bend,12.0,4.3,3.8,4.8
"Texas, Garza",Texas,Garza,19.6,6.2,5.5,7.0
"Texas, Howard",Texas,Howard,18.9,6.5,5.9,7.2
"Texas, Harrison",Texas,Harrison,20.1,8.4,7.4,9.4
"South Dakota, Hanson",South Dakota,Hanson,17.4,5.8,4.9,6.8
"Tennessee, McNairy",Tennessee,McNairy,26.3,13.1,11.3,14.9
"South Dakota, Douglas",South Dakota,Douglas,16.2,6.9,5.8,8.1
"South Dakota, Lincoln",South Dakota,Lincoln,15.5,4.3,3.6,5.1
"Texas, Cochran",Texas,Cochran,20.3,8.5,7.7,9.3
"Texas, Donley",Texas,Donley,17.5,8.9,7.7,10.2
"Texas, Colorado",Texas,Colorado,16.9,7.7,6.7,8.7
"Texas, Hill",Texas,Hill,18.2,8.4,7.3,9.6
"Tennessee, Trousdale",Tennessee,Trousdale,24.1,8.3,7.4,9.4
"Texas, Castro",Texas,Castro,15.6,6.2,5.4,6.9
"Texas, Kerr",Texas,Kerr,15.0,7.9,6.7,9.1
"Tennessee, Davidson",Tennessee,Davidson,17.3,6.7,5.8,7.6
"Texas, Karnes",Texas,Karnes,17.5,5.9,5.3,6.5
"South Dakota, Walworth",South Dakota,Walworth,17.2,6.7,5.6,7.9
"Texas, Bosque",Texas,Bosque,18.0,9.2,7.9,10.6
"South Dakota, Haakon",South Dakota,Haakon,18.6,8.3,7.2,9.6
"South Dakota, Stanley",South Dakota,Stanley,14.5,5.3,4.5,6.3
"Texas, Brazos",Texas,Brazos,15.3,4.9,4.3,5.6
"Tennessee, Franklin",Tennessee,Franklin,21.3,10.1,8.7,11.6
"Tennessee, Smith",Tennessee,Smith,24.6,11.4,10.0,13.0
"Texas, Bexar",Texas,Bexar,14.4,4.9,4.2,5.5
"South Dakota, Union",South Dakota,Union,15.2,5.5,4.6,6.5
"Texas, Hardin",Texas,Hardin,20.1,8.3,7.2,9.5
"Texas, Crosby",Texas,Crosby,18.3,8.1,7.2,9.0
"Tennessee, Fayette",Tennessee,Fayette,20.3,10.0,8.7,11.3
"Tennessee, Sullivan",Tennessee,Sullivan,21.7,11.4,9.7,13.2
"Texas, Lamar",Texas,Lamar,21.0,9.4,8.0,10.7
"Texas, Ector",Texas,Ector,16.5,5.0,4.4,5.6
"Tennessee, Sumner",Tennessee,Sumner,19.3,8.3,7.1,9.7
"South Dakota, Tripp",South Dakota,Tripp,19.3,8.1,6.9,9.3
"Texas, Hardeman",Texas,Hardeman,19.3,9.1,8.1,10.3
"Texas, Collingsworth",Texas,Collingsworth,19.1,8.4,7.3,9.5
"Tennessee, Dickson",Tennessee,Dickson,23.1,10.3,8.9,11.8
"Texas, Irion",Texas,Irion,16.4,7.3,6.5,8.1
"South Dakota, Davison",South Dakota,Davison,16.8,6.2,5.3,7.3
"Texas, Jasper",Texas,Jasper,22.1,10.1,9.0,11.3
"Tennessee, Claiborne",Tennessee,Claiborne,25.7,12.5,10.6,14.3
"Texas, Brazoria",Texas,Brazoria,15.9,5.0,4.4,5.6
"Tennessee, Giles",Tennessee,Giles,22.2,11.1,9.6,12.6
"Tennessee, Weakley",Tennessee,Weakley,22.0,10.9,9.5,12.5
"Texas, Coke",Texas,Coke,17.3,9.0,7.8,10.4
"South Dakota, Oglala Lakota",South Dakota,Oglala Lakota,38.8,11.3,9.9,12.8
"Texas, Galveston",Texas,Galveston,17.1,6.1,5.3,6.9
"Tennessee, Monroe",Tennessee,Monroe,25.5,12.8,11.2,14.6
"Texas, Kaufman",Texas,Kaufman,18.0,6.3,5.6,7.0
"Tennessee, Stewart",Tennessee,Stewart,22.1,10.8,9.4,12.4
"Texas, Fannin",Texas,Fannin,19.7,8.3,7.2,9.6
"Texas, Grayson",Texas,Grayson,18.4,7.8,6.8,8.9
"Tennessee, Pickett",Tennessee,Pickett,25.2,14.9,12.8,17.0
"Texas, Jim Wells",Texas,Jim Wells,16.4,6.2,5.5,7.1
"Texas, Callahan",Texas,Callahan,18.3,8.6,7.4,10.0
"Tennessee, Maury",Tennessee,Maury,20.8,8.7,7.5,10.0
"Texas, Jack",Texas,Jack,21.7,8.6,7.5,9.7
"South Dakota, Jerauld",South Dakota,Jerauld,15.3,6.4,5.3,7.6
"South Dakota, Lake",South Dakota,Lake,15.7,6.3,5.2,7.6
"Texas, Falls",Texas,Falls,21.6,9.2,8.3,10.1
"Texas, Bastrop",Texas,Bastrop,16.8,6.6,5.8,7.5
"Texas, Lavaca",Texas,Lavaca,17.7,8.3,7.3,9.5
"Texas, Goliad",Texas,Goliad,15.6,7.6,6.7,8.6
"South Dakota, Spink",South Dakota,Spink,16.8,6.5,5.4,7.6
"Tennessee, Unicoi",Tennessee,Unicoi,23.7,12.5,10.9,14.3
"South Dakota, Hand",South Dakota,Hand,14.9,6.4,5.4,7.5
"Tennessee, Overton",Tennessee,Overton,25.3,13.0,11.3,14.8
"Texas, Dimmit",Texas,Dimmit,18.7,8.0,6.9,9.1
"Tennessee, Wilson",Tennessee,Wilson,18.4,7.7,6.6,9.0
"Texas, Jefferson",Texas,Jefferson,18.8,7.2,6.4,7.9
"Tennessee, Grundy",Tennessee,Grundy,26.0,14.0,12.2,15.9
"South Dakota, Sanborn",South Dakota,Sanborn,17.3,6.2,5.3,7.2
"Texas, Glasscock",Texas,Glasscock,18.0,7.1,6.1,8.1
"Tennessee, Grainger",Tennessee,Grainger,25.5,12.8,11.2,14.6
"Texas, Bandera",Texas,Bandera,16.2,8.7,7.5,10.0
"Texas, Lee",Texas,Lee,18.4,7.9,7.0,8.9
"Tennessee, Obion",Tennessee,Obion,25.2,12.5,10.8,14.3
"Texas, Johnson",Texas,Johnson,18.6,7.0,6.1,7.9
"South Dakota, Day",South Dakota,Day,19.1,8.0,6.8,9.3
"Texas, Guadalupe",Texas,Guadalupe,14.6,5.2,4.6,5.9
"Tennessee, Henry",Tennessee,Henry,25.0,12.8,11.1,14.5
"Tennessee, Hardeman",Tennessee,Hardeman,26.7,12.2,11.0,13.4
"Texas, Cherokee",Texas,Cherokee,20.0,8.7,7.6,9.9
"Tennessee, Meigs",Tennessee,Meigs,24.8,12.2,10.6,13.7
"Texas, Hutchinson",Texas,Hutchinson,19.0,7.8,6.9,8.8
"Texas, Calhoun",Texas,Calhoun,17.2,7.0,6.2,7.7
"Tennessee, Crockett",Tennessee,Crockett,23.9,11.5,10.3,12.9
"South Dakota, McPherson",South Dakota,McPherson,17.3,8.4,7.0,10.0
"Texas, Hamilton",Texas,Hamilton,18.9,9.8,8.3,11.4
"Tennessee, White",Tennessee,White,25.2,12.7,11.0,14.4
"Texas, Baylor",Texas,Baylor,17.0,8.4,7.2,9.7
"Texas, Bailey",Texas,Bailey,15.2,5.5,4.9,6.2
"Texas, Floyd",Texas,Floyd,16.2,6.9,6.1,7.7
"Tennessee, Benton",Tennessee,Benton,25.8,13.9,12.0,15.8
"South Dakota, Kingsbury",South Dakota,Kingsbury,16.0,6.5,5.5,7.7
"South Dakota, Clay",South Dakota,Clay,14.6,4.3,3.7,5.0
"South Dakota, Mellette",South Dakota,Mellette,31.5,12.1,10.9,13.3
"South Dakota, Custer",South Dakota,Custer,16.1,7.6,6.3,8.9
"Tennessee, Montgomery",Tennessee,Montgomery,19.8,6.7,5.9,7.5
"Texas, Jeff Davis",Texas,Jeff Davis,14.7,8.4,7.0,9.7
"Tennessee, Dyer",Tennessee,Dyer,23.5,11.1,9.7,12.6
"South Dakota, Corson",South Dakota,Corson,32.8,11.0,9.8,12.2
"Texas, Coleman",Texas,Coleman,17.9,9.2,7.9,10.5
"Texas, Gregg",Texas,Gregg,19.1,8.0,7.0,9.0
