State_County,State,County,Levels_Smokers,Levels_COPD
"New York, Saratoga",New York,Saratoga,14.5,6.7
"North Carolina, Bladen",North Carolina,Bladen,22.8,10.9
"New York, Genesee",New York,Genesee,18.1,8.5
"New York, Greene",New York,Greene,18.6,9.5
"North Carolina, Rowan",North Carolina,Rowan,20.1,8.8
"North Carolina, Pasquotank",North Carolina,Pasquotank,20.4,8.2
"North Carolina, Person",North Carolina,Person,21.1,9.4
"North Dakota, Hettinger",North Dakota,Hettinger,18.9,7.8
"New York, Sullivan",New York,Sullivan,18.2,8.3
"North Carolina, Camden",North Carolina,Camden,20.4,8.3
"Ohio, Adams",Ohio,Adams,29.0,13.9
"North Carolina, Harnett",North Carolina,Harnett,19.9,7.2
"New Mexico, Sierra",New Mexico,Sierra,16.5,9.9
"Ohio, Guernsey",Ohio,Guernsey,24.9,12.2
"North Carolina, Henderson",North Carolina,Henderson,16.3,8.1
"New Mexico, Mora",New Mexico,Mora,12.8,6.2
"North Dakota, Cavalier",North Dakota,Cavalier,15.9,7.5
"North Carolina, Randolph",North Carolina,Randolph,21.2,9.5
"Ohio, Cuyahoga",Ohio,Cuyahoga,20.7,8.6
"North Dakota, LaMoure",North Dakota,LaMoure,17.0,8.5
"New Mexico, Los Alamos",New Mexico,Los Alamos,9.0,3.7
"New York, Franklin",New York,Franklin,21.4,9.3
"Ohio, Champaign",Ohio,Champaign,22.4,9.9
"New York, Dutchess",New York,Dutchess,15.2,6.7
"North Carolina, Wayne",North Carolina,Wayne,20.5,8.6
"North Carolina, Stokes",North Carolina,Stokes,21.7,10.1
"Ohio, Geauga",Ohio,Geauga,17.7,8.8
"North Carolina, Rockingham",North Carolina,Rockingham,21.8,10.3
"Ohio, Erie",Ohio,Erie,21.5,9.8
"New York, Warren",New York,Warren,15.7,8.2
"New York, Delaware",New York,Delaware,18.5,9.7
"North Dakota, Grant",North Dakota,Grant,17.8,9.1
"North Carolina, Davidson",North Carolina,Davidson,21.6,9.4
"New York, Seneca",New York,Seneca,19.9,9.1
"New York, Cortland",New York,Cortland,17.7,7.9
"North Dakota, Sheridan",North Dakota,Sheridan,17.3,9.5
"North Carolina, Alleghany",North Carolina,Alleghany,21.9,12.4
"North Carolina, Northampton",North Carolina,Northampton,22.4,11.6
"North Carolina, Currituck",North Carolina,Currituck,18.8,7.8
"North Dakota, McLean",North Dakota,McLean,17.2,7.2
"New Hampshire, Sullivan",New Hampshire,Sullivan,18.3,8.3
"New York, Rockland",New York,Rockland,13.0,6.3
"North Carolina, Cumberland",North Carolina,Cumberland,19.1,6.6
"New Mexico, Torrance",New Mexico,Torrance,17.8,7.7
"New Mexico, McKinley",New Mexico,McKinley,24.2,10.3
"North Dakota, Sioux",North Dakota,Sioux,34.1,10.9
"New Hampshire, Merrimack",New Hampshire,Merrimack,15.2,6.6
"New York, Steuben",New York,Steuben,20.1,9.6
"Ohio, Hamilton",Ohio,Hamilton,19.6,7.9
"North Carolina, Union",North Carolina,Union,17.7,6.4
"North Carolina, Hertford",North Carolina,Hertford,22.1,9.8
"New York, Ulster",New York,Ulster,16.0,7.7
"New York, Chautauqua",New York,Chautauqua,20.1,9.6
"New York, Fulton",New York,Fulton,21.9,9.9
"New Mexico, De Baca",New Mexico,De Baca,16.0,8.2
"North Carolina, Cleveland",North Carolina,Cleveland,22.3,10.1
"North Dakota, Mercer",North Dakota,Mercer,17.3,6.8
"New York, Yates",New York,Yates,18.1,9.3
"New Mexico, Curry",New Mexico,Curry,17.2,5.9
"Ohio, Ashland",Ohio,Ashland,21.9,10.2
"North Carolina, Nash",North Carolina,Nash,20.2,8.5
"North Dakota, Steele",North Dakota,Steele,14.0,6.3
"North Carolina, Lee",North Carolina,Lee,19.4,8.1
"Ohio, Hardin",Ohio,Hardin,22.6,10.0
"New Mexico, Valencia",New Mexico,Valencia,15.8,5.7
"North Carolina, Montgomery",North Carolina,Montgomery,20.4,9.5
"North Carolina, Franklin",North Carolina,Franklin,20.5,8.1
"North Dakota, Adams",North Dakota,Adams,15.8,7.4
"North Carolina, Haywood",North Carolina,Haywood,18.4,9.2
"New Mexico, Colfax",New Mexico,Colfax,14.8,7.2
"North Carolina, Wilkes",North Carolina,Wilkes,22.0,10.7
"New Mexico, Do̱a Ana",New Mexico,Do̱a Ana,14.5,5.5
"Ohio, Fayette",Ohio,Fayette,26.1,11.4
"New York, Cayuga",New York,Cayuga,19.8,9.2
"North Carolina, Forsyth",North Carolina,Forsyth,17.5,7.2
"North Carolina, Durham",North Carolina,Durham,15.4,5.5
"North Carolina, Wilson",North Carolina,Wilson,21.7,9.5
"North Carolina, Wake",North Carolina,Wake,12.9,4.9
"New Mexico, Santa Fe",New Mexico,Santa Fe,11.4,5.3
"North Dakota, Stutsman",North Dakota,Stutsman,17.9,6.7
"North Dakota, Traill",North Dakota,Traill,15.2,6.0
"North Dakota, McKenzie",North Dakota,McKenzie,19.3,5.2
"North Carolina, New Hanover",North Carolina,New Hanover,16.0,7.0
"New Hampshire, Rockingham",New Hampshire,Rockingham,13.9,5.8
"North Carolina, Swain",North Carolina,Swain,25.1,11.2
"North Carolina, Caswell",North Carolina,Caswell,21.5,9.8
"New York, Lewis",New York,Lewis,19.4,9.7
"New York, Herkimer",New York,Herkimer,19.6,9.5
"North Carolina, Clay",North Carolina,Clay,18.6,10.8
"New Hampshire, Strafford",New Hampshire,Strafford,15.5,6.1
"New York, St. Lawrence",New York,St. Lawrence,19.8,9.5
"Ohio, Brown",Ohio,Brown,23.5,11.1
"North Dakota, Nelson",North Dakota,Nelson,16.3,7.4
"North Carolina, Yadkin",North Carolina,Yadkin,21.4,10.0
"New Mexico, Catron",New Mexico,Catron,16.0,10.5
"Ohio, Gallia",Ohio,Gallia,25.1,11.9
"North Dakota, Bottineau",North Dakota,Bottineau,16.5,7.1
"New Mexico, Luna",New Mexico,Luna,18.2,7.6
"New Mexico, Chaves",New Mexico,Chaves,16.3,6.2
"North Carolina, Catawba",North Carolina,Catawba,19.7,8.2
"North Carolina, Pitt",North Carolina,Pitt,18.2,7.1
"New York, Kings",New York,Kings,14.1,5.9
"North Dakota, Golden Valley",North Dakota,Golden Valley,15.8,7.3
"North Dakota, Ramsey",North Dakota,Ramsey,16.4,6.8
"North Carolina, Burke",North Carolina,Burke,22.1,10.1
"New York, Richmond",New York,Richmond,15.3,6.3
"North Dakota, Ward",North Dakota,Ward,17.0,4.9
"North Carolina, Chatham",North Carolina,Chatham,15.0,7.5
"North Dakota, Barnes",North Dakota,Barnes,16.2,6.9
"North Dakota, Sargent",North Dakota,Sargent,16.4,6.5
"North Dakota, Walsh",North Dakota,Walsh,17.2,7.5
"North Dakota, Dickey",North Dakota,Dickey,15.0,6.2
"Ohio, Delaware",Ohio,Delaware,15.0,6.0
"New York, Broome",New York,Broome,16.7,8.4
"North Carolina, Surry",North Carolina,Surry,21.9,10.2
"Ohio, Defiance",Ohio,Defiance,20.4,9.1
"North Carolina, Chowan",North Carolina,Chowan,19.6,9.8
"New Mexico, Union",New Mexico,Union,17.9,6.8
"North Dakota, Mountrail",North Dakota,Mountrail,21.2,5.9
"North Dakota, Grand Forks",North Dakota,Grand Forks,14.8,5.2
"New Mexico, Roosevelt",New Mexico,Roosevelt,17.1,6.1
"North Dakota, Renville",North Dakota,Renville,16.2,6.7
"North Carolina, Jones",North Carolina,Jones,23.2,11.9
"North Carolina, Duplin",North Carolina,Duplin,22.1,10.0
"North Carolina, Edgecombe",North Carolina,Edgecombe,23.3,10.7
"New York, Rensselaer",New York,Rensselaer,16.9,7.2
"North Dakota, Billings",North Dakota,Billings,16.6,6.6
"North Carolina, Jackson",North Carolina,Jackson,18.4,8.2
"New Mexico, Cibola",New Mexico,Cibola,20.9,7.7
"North Carolina, Pender",North Carolina,Pender,18.6,8.3
"Ohio, Columbiana",Ohio,Columbiana,24.2,11.4
"New York, Allegany",New York,Allegany,19.7,9.3
"Ohio, Fulton",Ohio,Fulton,20.3,9.0
"North Carolina, Macon",North Carolina,Macon,18.3,10.1
"North Carolina, Bertie",North Carolina,Bertie,22.8,10.8
"New York, Bronx",New York,Bronx,16.4,6.6
"New York, Chemung",New York,Chemung,19.5,9.1
"North Carolina, Mecklenburg",North Carolina,Mecklenburg,15.3,5.2
"North Carolina, Lincoln",North Carolina,Lincoln,18.9,8.2
"New York, Otsego",New York,Otsego,17.2,8.4
"New Mexico, Hidalgo",New Mexico,Hidalgo,15.7,6.9
"New York, Orange",New York,Orange,15.2,6.2
"North Carolina, Stanly",North Carolina,Stanly,20.9,9.0
"North Carolina, Lenoir",North Carolina,Lenoir,22.9,10.5
"North Carolina, Tyrrell",North Carolina,Tyrrell,24.0,10.4
"Ohio, Hancock",Ohio,Hancock,20.3,8.4
"New York, Nassau",New York,Nassau,11.7,5.4
"New Mexico, Lea",New Mexico,Lea,17.1,5.3
"North Dakota, Bowman",North Dakota,Bowman,16.5,6.9
"North Dakota, Logan",North Dakota,Logan,17.4,7.8
"Ohio, Harrison",Ohio,Harrison,26.1,12.3
"North Dakota, Richland",North Dakota,Richland,15.9,6.5
"North Carolina, Mitchell",North Carolina,Mitchell,19.7,10.0
"New York, Tompkins",New York,Tompkins,13.3,5.6
"New York, Cattaraugus",New York,Cattaraugus,20.6,10.1
"North Carolina, Martin",North Carolina,Martin,21.6,10.8
"Ohio, Coshocton",Ohio,Coshocton,25.9,12.1
"North Carolina, McDowell",North Carolina,McDowell,22.2,10.0
"New York, Suffolk",New York,Suffolk,13.4,5.9
"North Dakota, Burke",North Dakota,Burke,16.7,6.7
"North Dakota, McHenry",North Dakota,McHenry,17.3,6.8
"New York, New York",New York,New York,11.3,4.6
"North Carolina, Warren",North Carolina,Warren,22.6,11.4
"North Dakota, Ransom",North Dakota,Ransom,17.2,7.1
"North Carolina, Polk",North Carolina,Polk,16.1,9.5
"New York, Albany",New York,Albany,14.2,6.4
"North Carolina, Davie",North Carolina,Davie,18.6,8.6
"New York, Orleans",New York,Orleans,20.6,9.6
"North Dakota, Slope",North Dakota,Slope,16.2,7.3
"North Carolina, Craven",North Carolina,Craven,17.9,7.9
"Ohio, Darke",Ohio,Darke,22.6,10.8
"New York, Niagara",New York,Niagara,20.0,9.0
"North Carolina, Cabarrus",North Carolina,Cabarrus,17.2,6.4
"Pennsylvania, Perry",Pennsylvania,Perry,21.7,8.7
"Oregon, Marion",Oregon,Marion,14.9,6.1
"South Carolina, Greenville",South Carolina,Greenville,14.7,6.4
"Ohio, Miami",Ohio,Miami,21.7,9.5
"Ohio, Logan",Ohio,Logan,23.1,10.2
"Pennsylvania, Lawrence",Pennsylvania,Lawrence,20.7,9.1
"Oklahoma, Oklahoma",Oklahoma,Oklahoma,16.5,7.0
"Pennsylvania, Wayne",Pennsylvania,Wayne,19.9,8.9
"Ohio, Hocking",Ohio,Hocking,24.7,11.6
"Oklahoma, Pittsburg",Oklahoma,Pittsburg,22.9,10.5
"Pennsylvania, Clinton",Pennsylvania,Clinton,21.0,8.6
"Pennsylvania, Delaware",Pennsylvania,Delaware,16.6,6.2
"Oregon, Benton",Oregon,Benton,12.3,5.0
"South Carolina, Saluda",South Carolina,Saluda,20.6,9.5
"South Carolina, McCormick",South Carolina,McCormick,18.6,10.7
"Oklahoma, Pontotoc",Oklahoma,Pontotoc,20.3,8.5
"Ohio, Washington",Ohio,Washington,21.9,10.8
"Ohio, Scioto",Ohio,Scioto,28.0,12.7
"South Carolina, Georgetown",South Carolina,Georgetown,17.3,9.5
"Oklahoma, Delaware",Oklahoma,Delaware,22.0,12.1
"Oregon, Morrow",Oregon,Morrow,18.1,7.3
"South Carolina, Horry",South Carolina,Horry,21.6,9.5
"Pennsylvania, Indiana",Pennsylvania,Indiana,20.9,8.7
"Pennsylvania, Mifflin",Pennsylvania,Mifflin,23.7,10.3
"Oklahoma, Ellis",Oklahoma,Ellis,19.3,10.4
"South Dakota, Aurora",South Dakota,Aurora,15.9,5.9
"Oklahoma, Seminole",Oklahoma,Seminole,23.9,11.5
"Oregon, Klamath",Oregon,Klamath,17.8,8.1
"Oklahoma, Noble",Oklahoma,Noble,18.9,8.8
"Ohio, Trumbull",Ohio,Trumbull,25.1,11.5
"Ohio, Wood",Ohio,Wood,18.1,7.5
"South Carolina, Anderson",South Carolina,Anderson,20.1,8.9
"Pennsylvania, Lycoming",Pennsylvania,Lycoming,21.1,8.3
"South Carolina, Greenwood",South Carolina,Greenwood,19.1,8.7
"Oregon, Malheur",Oregon,Malheur,19.0,7.3
"Rhode Island, Providence",Rhode Island,Providence,16.4,7.0
"Oklahoma, Harper",Oklahoma,Harper,18.0,8.9
"Ohio, Monroe",Ohio,Monroe,25.3,12.5
"Oklahoma, Canadian",Oklahoma,Canadian,17.7,6.6
"South Dakota, Brule",South Dakota,Brule,17.6,6.7
"Oklahoma, Custer",Oklahoma,Custer,17.8,7.8
"Pennsylvania, Columbia",Pennsylvania,Columbia,20.0,8.2
"South Carolina, Chester",South Carolina,Chester,22.1,10.1
"Pennsylvania, Adams",Pennsylvania,Adams,19.1,7.9
"Oklahoma, Wagoner",Oklahoma,Wagoner,18.9,8.1
"Oklahoma, Jefferson",Oklahoma,Jefferson,22.1,11.7
"Ohio, Wyandot",Ohio,Wyandot,23.1,10.3
"Ohio, Summit",Ohio,Summit,20.5,8.9
"Oklahoma, Muskogee",Oklahoma,Muskogee,22.4,10.3
"South Carolina, Chesterfield",South Carolina,Chesterfield,23.0,10.5
"Pennsylvania, Philadelphia",Pennsylvania,Philadelphia,20.2,6.8
"Ohio, Lake",Ohio,Lake,19.5,8.7
"Oklahoma, Alfalfa",Oklahoma,Alfalfa,19.0,8.5
"Oklahoma, Washington",Oklahoma,Washington,17.6,8.7
"Oregon, Linn",Oregon,Linn,16.9,7.4
"South Carolina, Hampton",South Carolina,Hampton,23.6,10.3
"Ohio, Pike",Ohio,Pike,26.1,13.2
"Oregon, Polk",Oregon,Polk,15.2,6.0
"Pennsylvania, Washington",Pennsylvania,Washington,18.1,7.7
"Oregon, Yamhill",Oregon,Yamhill,16.3,6.2
"South Carolina, Dorchester",South Carolina,Dorchester,18.1,6.7
"Oklahoma, Cherokee",Oklahoma,Cherokee,22.3,9.8
"Ohio, Medina",Ohio,Medina,17.6,7.9
"Pennsylvania, Greene",Pennsylvania,Greene,22.8,8.8
"Rhode Island, Newport",Rhode Island,Newport,12.0,7.0
"South Carolina, York",South Carolina,York,15.6,6.5
"Oklahoma, Garfield",Oklahoma,Garfield,18.5,8.0
"Oklahoma, Tillman",Oklahoma,Tillman,19.5,9.7
"South Carolina, Abbeville",South Carolina,Abbeville,21.2,10.1
"Pennsylvania, Snyder",Pennsylvania,Snyder,20.9,8.4
"Pennsylvania, Susquehanna",Pennsylvania,Susquehanna,20.7,9.6
"Oklahoma, Harmon",Oklahoma,Harmon,17.6,8.7
"South Carolina, Richland",South Carolina,Richland,16.2,5.7
"Oklahoma, Major",Oklahoma,Major,17.8,8.9
"Oklahoma, Okfuskee",Oklahoma,Okfuskee,26.5,12.4
"Ohio, Perry",Ohio,Perry,26.8,11.5
"Oregon, Wallowa",Oregon,Wallowa,15.7,8.3
"Ohio, Pickaway",Ohio,Pickaway,23.5,9.6
"Oregon, Jackson",Oregon,Jackson,16.9,7.3
"South Carolina, Lexington",South Carolina,Lexington,17.3,7.2
"Ohio, Stark",Ohio,Stark,21.6,9.7
"Oklahoma, Nowata",Oklahoma,Nowata,22.9,10.9
"Ohio, Highland",Ohio,Highland,27.2,12.3
"Oregon, Hood River",Oregon,Hood River,15.1,5.6
"Pennsylvania, Jefferson",Pennsylvania,Jefferson,23.0,10.0
"Oregon, Josephine",Oregon,Josephine,18.8,9.2
"Rhode Island, Washington",Rhode Island,Washington,14.4,6.9
"Ohio, Portage",Ohio,Portage,20.0,8.4
"Ohio, Richland",Ohio,Richland,24.0,10.5
"Ohio, Williams",Ohio,Williams,22.8,9.9
"Oregon, Wheeler",Oregon,Wheeler,17.3,10.5
"Oklahoma, Payne",Oklahoma,Payne,16.8,7.0
"Oregon, Columbia",Oregon,Columbia,18.8,7.5
"South Carolina, Pickens",South Carolina,Pickens,17.6,7.6
"Pennsylvania, Fayette",Pennsylvania,Fayette,22.9,10.0
"Oklahoma, Marshall",Oklahoma,Marshall,20.7,10.7
"Oklahoma, Comanche",Oklahoma,Comanche,19.1,7.4
"Oregon, Multnomah",Oregon,Multnomah,15.6,4.9
"South Carolina, Lee",South Carolina,Lee,22.9,10.0
"Oklahoma, Coal",Oklahoma,Coal,23.8,12.4
"Oklahoma, Kiowa",Oklahoma,Kiowa,21.3,10.9
"Ohio, Knox",Ohio,Knox,20.2,9.7
"Pennsylvania, Crawford",Pennsylvania,Crawford,22.3,9.3
"Pennsylvania, Tioga",Pennsylvania,Tioga,21.9,9.3
"Oklahoma, Tulsa",Oklahoma,Tulsa,17.3,7.3
"South Carolina, Spartanburg",South Carolina,Spartanburg,19.6,7.7
"South Carolina, Cherokee",South Carolina,Cherokee,23.0,9.8
"Oklahoma, Murray",Oklahoma,Murray,20.3,10.1
"Ohio, Jefferson",Ohio,Jefferson,24.4,11.3
"Pennsylvania, Carbon",Pennsylvania,Carbon,20.7,8.8
"Oregon, Tillamook",Oregon,Tillamook,16.3,8.0
"South Carolina, Allendale",South Carolina,Allendale,24.4,10.6
"South Carolina, Marlboro",South Carolina,Marlboro,25.6,11.0
"Pennsylvania, Butler",Pennsylvania,Butler,16.2,6.8
"Oregon, Clatsop",Oregon,Clatsop,16.7,7.4
"Oklahoma, Garvin",Oklahoma,Garvin,22.1,9.8
"Oregon, Lane",Oregon,Lane,14.8,6.8
"South Carolina, Edgefield",South Carolina,Edgefield,20.4,8.8
"Pennsylvania, Dauphin",Pennsylvania,Dauphin,18.4,7.0
"Ohio, Wayne",Ohio,Wayne,21.6,9.8
"Pennsylvania, Franklin",Pennsylvania,Franklin,19.8,8.1
"Oregon, Clackamas",Oregon,Clackamas,13.5,5.3
"Ohio, Ottawa",Ohio,Ottawa,19.9,10.3
"South Carolina, Oconee",South Carolina,Oconee,18.9,9.4
"Oregon, Sherman",Oregon,Sherman,17.1,8.1
"Oklahoma, Caddo",Oklahoma,Caddo,22.8,9.9
"Pennsylvania, Cambria",Pennsylvania,Cambria,20.0,9.1
"Oklahoma, Pushmataha",Oklahoma,Pushmataha,23.2,12.7
"South Carolina, Bamberg",South Carolina,Bamberg,20.5,9.6
"Ohio, Vinton",Ohio,Vinton,27.6,13.2
"Oklahoma, Creek",Oklahoma,Creek,21.9,9.6
"Pennsylvania, Elk",Pennsylvania,Elk,21.1,9.0
"Ohio, Lawrence",Ohio,Lawrence,26.1,12.1
"Rhode Island, Bristol",Rhode Island,Bristol,13.4,6.9
"South Carolina, Orangeburg",South Carolina,Orangeburg,19.2,9.3
"South Carolina, Laurens",South Carolina,Laurens,22.3,9.7
"Ohio, Shelby",Ohio,Shelby,21.8,9.4
"Oklahoma, Pawnee",Oklahoma,Pawnee,21.8,10.4
"Oklahoma, Blaine",Oklahoma,Blaine,20.8,10.1
"South Carolina, Charleston",South Carolina,Charleston,15.5,6.1
"Pennsylvania, Warren",Pennsylvania,Warren,20.8,9.3
"Pennsylvania, Monroe",Pennsylvania,Monroe,18.8,6.9
"Ohio, Paulding",Ohio,Paulding,22.2,9.9
"Pennsylvania, Northampton",Pennsylvania,Northampton,17.2,6.5
"Oklahoma, Grady",Oklahoma,Grady,20.3,8.7
"Ohio, Holmes",Ohio,Holmes,27.8,11.6
"Oregon, Jefferson",Oregon,Jefferson,17.9,7.5
"Oklahoma, Lincoln",Oklahoma,Lincoln,21.2,10.0
"Pennsylvania, Lackawanna",Pennsylvania,Lackawanna,19.9,7.9
"Pennsylvania, Montgomery",Pennsylvania,Montgomery,14.4,5.4
"Oklahoma, Latimer",Oklahoma,Latimer,21.8,11.3
"Ohio, Sandusky",Ohio,Sandusky,20.8,9.6
"Oklahoma, Choctaw",Oklahoma,Choctaw,24.8,12.8
"Oregon, Baker",Oregon,Baker,16.2,8.3
"Oregon, Crook",Oregon,Crook,17.7,8.4
"South Dakota, Brown",South Dakota,Brown,16.0,5.6
"Ohio, Seneca",Ohio,Seneca,21.9,9.6
"Pennsylvania, Clearfield",Pennsylvania,Clearfield,22.7,9.5
"Oklahoma, McIntosh",Oklahoma,McIntosh,22.8,12.9
"Oklahoma, Adair",Oklahoma,Adair,29.2,13.3
"South Carolina, Barnwell",South Carolina,Barnwell,23.1,10.8
"Pennsylvania, Blair",Pennsylvania,Blair,21.9,8.9
"Pennsylvania, Juniata",Pennsylvania,Juniata,22.8,9.6
"Pennsylvania, Montour",Pennsylvania,Montour,19.3,8.0
"Oregon, Washington",Oregon,Washington,12.4,4.4
"Oklahoma, Bryan",Oklahoma,Bryan,21.4,9.8
"South Dakota, Beadle",South Dakota,Beadle,18.2,6.8
"Oklahoma, Craig",Oklahoma,Craig,22.9,11.4
"Ohio, Morrow",Ohio,Morrow,24.0,10.7
"Oklahoma, McCurtain",Oklahoma,McCurtain,23.8,11.7
"Oklahoma, Greer",Oklahoma,Greer,21.8,9.5
"Ohio, Meigs",Ohio,Meigs,26.9,13.1
"South Carolina, Calhoun",South Carolina,Calhoun,18.6,9.1
"South Carolina, Lancaster",South Carolina,Lancaster,17.5,8.0
"Pennsylvania, Venango",Pennsylvania,Venango,21.5,9.7
"Pennsylvania, Wyoming",Pennsylvania,Wyoming,20.2,8.5
"Pennsylvania, Clarion",Pennsylvania,Clarion,21.3,9.0
"Pennsylvania, Sullivan",Pennsylvania,Sullivan,21.1,10.2
"Ohio, Huron",Ohio,Huron,23.3,10.5
"Oklahoma, Woodward",Oklahoma,Woodward,19.2,7.8
"Pennsylvania, Cumberland",Pennsylvania,Cumberland,16.7,6.5
"South Dakota, Bon Homme",South Dakota,Bon Homme,19.1,6.9
"Oklahoma, Osage",Oklahoma,Osage,21.6,10.2
"Oregon, Deschutes",Oregon,Deschutes,14.9,6.1
"Ohio, Noble",Ohio,Noble,23.9,13.3
"Ohio, Mahoning",Ohio,Mahoning,22.1,10.1
"Oklahoma, Ottawa",Oklahoma,Ottawa,23.1,11.1
"Oklahoma, Johnston",Oklahoma,Johnston,22.7,11.0
"Pennsylvania, Armstrong",Pennsylvania,Armstrong,22.3,9.6
"South Carolina, Jasper",South Carolina,Jasper,20.9,9.3
"South Carolina, Newberry",South Carolina,Newberry,20.2,9.1
"South Carolina, Kershaw",South Carolina,Kershaw,19.6,8.4
"Pennsylvania, Union",Pennsylvania,Union,19.1,7.1
"Oklahoma, Le Flore",Oklahoma,Le Flore,23.6,11.3
"Ohio, Preble",Ohio,Preble,22.3,10.0
"Pennsylvania, Schuylkill",Pennsylvania,Schuylkill,22.7,8.9
"Oklahoma, Mayes",Oklahoma,Mayes,23.7,11.0
"South Carolina, Williamsburg",South Carolina,Williamsburg,23.2,10.4
"Rhode Island, Kent",Rhode Island,Kent,16.1,8.0
"Oklahoma, Cotton",Oklahoma,Cotton,21.6,10.8
"Oklahoma, Cleveland",Oklahoma,Cleveland,16.0,6.4
"South Carolina, Sumter",South Carolina,Sumter,19.5,8.3
"Pennsylvania, Westmoreland",Pennsylvania,Westmoreland,19.0,8.0
"Pennsylvania, Lancaster",Pennsylvania,Lancaster,19.2,7.2
"Pennsylvania, Potter",Pennsylvania,Potter,22.5,10.5
"Oregon, Coos",Oregon,Coos,18.8,9.1
"Pennsylvania, Bedford",Pennsylvania,Bedford,22.1,9.9
"Oklahoma, Sequoyah",Oklahoma,Sequoyah,25.6,12.2
"Pennsylvania, Erie",Pennsylvania,Erie,20.4,8.1
"Oklahoma, Beckham",Oklahoma,Beckham,20.2,8.4
"Pennsylvania, Berks",Pennsylvania,Berks,18.7,7.0
"Pennsylvania, Allegheny",Pennsylvania,Allegheny,17.4,6.5
"Pennsylvania, York",Pennsylvania,York,18.8,7.4
"Oregon, Gilliam",Oregon,Gilliam,17.1,9.0
"South Carolina, Berkeley",South Carolina,Berkeley,19.0,6.8
"Oklahoma, Grant",Oklahoma,Grant,17.2,8.6
"Oklahoma, Okmulgee",Oklahoma,Okmulgee,22.5,10.9
"Ohio, Ross",Ohio,Ross,26.4,11.2
"Oregon, Curry",Oregon,Curry,16.1,9.0
"Ohio, Madison",Ohio,Madison,22.9,9.3
"South Carolina, Colleton",South Carolina,Colleton,23.6,10.3
"Pennsylvania, Huntingdon",Pennsylvania,Huntingdon,21.7,8.7
"Pennsylvania, Luzerne",Pennsylvania,Luzerne,20.9,7.9
"Oklahoma, Texas",Oklahoma,Texas,17.6,6.9
"South Dakota, Brookings",South Dakota,Brookings,12.7,4.1
"South Dakota, Bennett",South Dakota,Bennett,29.0,10.0
"Pennsylvania, Northumberland",Pennsylvania,Northumberland,22.6,9.3
"South Carolina, Darlington",South Carolina,Darlington,21.8,9.6
"Oklahoma, Beaver",Oklahoma,Beaver,17.6,8.5
"South Carolina, Beaufort",South Carolina,Beaufort,14.1,7.0
"Ohio, Van Wert",Ohio,Van Wert,22.2,10.1
"Ohio, Warren",Ohio,Warren,16.8,7.0
"Oklahoma, Pottawatomie",Oklahoma,Pottawatomie,21.4,9.8
"Oregon, Union",Oregon,Union,16.3,7.6
"Ohio, Lorain",Ohio,Lorain,20.7,9.2
"Oklahoma, Stephens",Oklahoma,Stephens,20.8,9.9
"Oklahoma, Cimarron",Oklahoma,Cimarron,16.9,9.5
"Oklahoma, Kay",Oklahoma,Kay,20.6,9.7
"South Carolina, Dillon",South Carolina,Dillon,25.3,11.6
"Oklahoma, Hughes",Oklahoma,Hughes,24.3,11.3
"Ohio, Mercer",Ohio,Mercer,20.6,9.4
"Ohio, Lucas",Ohio,Lucas,22.9,9.7
"Oklahoma, Haskell",Oklahoma,Haskell,23.0,11.4
"Oklahoma, Dewey",Oklahoma,Dewey,19.3,9.4
"South Carolina, Clarendon",South Carolina,Clarendon,20.9,10.7
"Pennsylvania, Bucks",Pennsylvania,Bucks,16.1,6.1
"Oklahoma, Kingfisher",Oklahoma,Kingfisher,19.0,8.3
"Oklahoma, Carter",Oklahoma,Carter,20.2,9.1
"Pennsylvania, Cameron",Pennsylvania,Cameron,22.1,11.0
"Ohio, Tuscarawas",Ohio,Tuscarawas,22.4,10.9
"South Carolina, Aiken",South Carolina,Aiken,17.5,8.2
"Pennsylvania, Lehigh",Pennsylvania,Lehigh,17.3,6.3
"South Carolina, Marion",South Carolina,Marion,23.6,10.7
"Oregon, Lincoln",Oregon,Lincoln,17.0,8.6
"Oregon, Grant",Oregon,Grant,17.9,9.9
"South Dakota, Campbell",South Dakota,Campbell,14.4,6.8
"Ohio, Licking",Ohio,Licking,21.1,8.9
"Pennsylvania, Somerset",Pennsylvania,Somerset,21.9,9.5
"Pennsylvania, Chester",Pennsylvania,Chester,13.3,5.3
"Pennsylvania, McKean",Pennsylvania,McKean,22.5,9.1
"Oklahoma, Jackson",Oklahoma,Jackson,17.0,7.3
"South Carolina, Florence",South Carolina,Florence,19.8,8.5
"South Carolina, Fairfield",South Carolina,Fairfield,21.0,10.2
"Oklahoma, Roger Mills",Oklahoma,Roger Mills,19.7,10.2
"Ohio, Morgan",Ohio,Morgan,27.0,13.4
"Oklahoma, Love",Oklahoma,Love,20.8,9.8
"Oregon, Lake",Oregon,Lake,18.9,9.6
"Pennsylvania, Lebanon",Pennsylvania,Lebanon,20.5,7.8
"Ohio, Putnam",Ohio,Putnam,18.5,8.5
"Oregon, Douglas",Oregon,Douglas,18.2,8.9
"Pennsylvania, Bradford",Pennsylvania,Bradford,21.6,9.4
"Oklahoma, Atoka",Oklahoma,Atoka,23.7,11.7
"South Dakota, Buffalo",South Dakota,Buffalo,36.1,10.8
"Pennsylvania, Beaver",Pennsylvania,Beaver,20.3,8.4
"Ohio, Jackson",Ohio,Jackson,25.6,12.3
